bar,time,direction,depth_q,admissible_nA,admitted,capped,slots,distinct_conds,distinct_vars,conds_per_slot,vars_per_slot,eH_conds,eH_vars,bar_pnl,loss_event,cond_set,sig_set,ADX_Value,ATR_1M,Volume,Micro_Hurst,Micro_FailedBreak,D2D_Trend_Dir,AT_Slope_ST,exp_conds_random,exp_vars_random
42072,2026.03.03 19:32,LONG,3,3,3,0,9,8,8,0.8889,0.8889,7.715,7.715,96.6,0,ADX_Value:lo|AT_Lookback_ST:hi|Bars_Since_Flip:hi|Micro_CSSpread:hi|Micro_LogReturn:lo|Micro_PriceAccel:hi|Slope_EMA_ST:hi|Upper_Wick:hi,3|50|96,16.815366119891834,31.847484,359,0.547292,-0.455295,1,7.3e-05,8.665108670454496,8.56108508618842
42122,2026.03.03 20:22,LONG,5,5,5,0,15,12,12,0.8,0.8,11.368,11.368,77.5,0,ADX_Value:lo|AT_Lookback_ST:hi|AT_Score_LT:hi|Bars_Since_Flip:hi|Micro_CSSpread:hi|Micro_FailedBreak:hi|Micro_Rejection:lo|Round_500_Dist_ATR:lo|Slope_EMA_ST:hi|Upper_Wick:hi|VA_Position:hi|Volume_Avg_10:hi,3|7|50|54|182,18.514492507739785,30.913548,280,0.403955,0.582269,1,5.8e-05,13.933964781772266,13.604790342516026
42133,2026.03.03 20:33,LONG,4,4,4,0,12,9,9,0.75,0.75,8.123,8.123,69.2,0,Bars_Since_Flip:hi|DailyOpen_Side:==-1|Lower_Wick:lo|Micro_FailedBreak:hi|Micro_OrderFlowDelta:hi|Micro_Rejection:lo|Round_500_Dist_ATR:lo|VA_Position:hi|Volume_Avg_10:hi,54|103|104|182,28.86534354609749,33.824495,339,0.501771,0.45677,1,0.000137,11.345701020588308,11.143020262773083
42197,2026.03.03 21:37,LONG,7,7,7,0,21,17,17,0.8095,0.8095,16.127,16.127,294.0,0,Bars_Since_Flip:hi|D2D_Signal:==1|DailyOpen_Side:==-1|Micro_AutoCorr:hi|Micro_Entropy:lo|Micro_HLAsymmetry:hi|Micro_PriceAccel:hi|OBVf_Signal:==-1|OR_High_Side:==1|Round_500_Dist_ATR:lo|Session_High_Dist_ATR:lo|Slope_Accel_LT:lo|TChan_A15:hi|VA_Position:hi|VWAP_Sigma:hi|Volume:hi|Volume_Ratio_10:hi,54|83|108|145|153|161|188,24.736025366417127,96.437718,475,0.466254,1.327282,1,5.3e-05,18.856446644718016,18.199528660922656
42282,2026.03.03 23:02,SHORT,3,3,3,0,9,6,6,0.6667,0.6667,5.349,5.349,33.9,0,Micro_BarEntropy:lo|Micro_HLAsymmetry:lo|Micro_Hurst:hi|Micro_Lambda:hi|Micro_RangeVelocity:lo|Session_High_Dist_ATR:lo,240|253|255,18.857131697073,23.877017,140,0.525916,-0.439753,-1,-2e-05,8.803955007256892,8.681536388140161
42451,2026.03.04 03:06,SHORT,5,5,5,0,15,12,12,0.8,0.8,11.368,11.368,70.5,0,D2D_Dn_Count:hi|D2D_Signal:==-1|DailyOpen_Dist_ATR:lo|Micro_IBSP:lo|Micro_MicroGap:lo|Micro_OrderFlowDelta:lo|Micro_VolOfVol:lo|PrevDay_High_Dist_ATR:lo|PrevDay_Low_Side:==1|VAH_Side:==0|VWAP_Sigma:lo|VWAP_Sigma_ATR:lo,218|229|261|265|271,17.461309053665193,28.503948,272,0.485527,-0.789364,-1,-2.3e-05,14.358215859511613,13.967131712972364
42488,2026.03.04 03:43,SHORT,5,5,5,0,15,11,11,0.7333,0.7333,10.009,10.009,251.0,0,AT_Regime_ST:==0|AT_Slope_ST:hi|D2D_ATR_MA:hi|DailyOpen_Side:==-1|Lower_Wick:lo|Micro_BarEntropy:lo|Micro_MicroGap:lo|Micro_OrderFlowDelta:lo|Micro_RangeVelocity:lo|Upper_Wick:hi|VWAP_Sigma:lo,204|205|216|261|269,23.79986664886269,22.179328,190,0.393026,-0.360696,-1,0.00011,14.358215859511613,13.967131712972364
43285,2026.03.04 17:00,LONG,9,9,9,0,27,18,18,0.6667,0.6667,15.206,15.206,378.0,0,D2D_Signal:==1|Micro_FailedBreak:hi|Micro_HLAsymmetry:hi|Micro_LogReturn:hi|Micro_Rejection:lo|Micro_TickIntensity:lo|Micro_VolOfVol:hi|Micro_WickImbalance:lo|OBVf_Signal:==-1|OR_High_Side:==-1|PoC_Side:==1|Session_High_Dist_ATR:lo|Slope_Accel_LT:lo|Upper_Wick:hi|VWAP_Dist_ATR:lo|VWAP_Side:==1|Volume:hi|Volume_Avg_10:hi,145|153|156|158|159|161|180|181|182,16.487044450610917,78.914055,449,0.435895,0.671617,1,0.000161,23.473053431498993,22.401786415067697
43357,2026.03.04 18:12,SHORT,5,5,5,0,15,11,11,0.7333,0.7333,10.009,10.009,81.5,0,Bar_Range:hi|D2D_Dn_Count:hi|D2D_Signal:==-1|Micro_BarEntropy:lo|Micro_HLAsymmetry:lo|Micro_Hurst:hi|Micro_IBSP:lo|Micro_VolOfVol:lo|PrevDay_Low_Dist_ATR:hi|Session_High_Dist_ATR:lo|VWAP_Sigma_ATR:lo,210|218|240|253|271,23.68247961065409,32.091873,321,0.531558,-0.872495,-1,-4.5e-05,14.358215859511613,13.967131712972364
43439,2026.03.04 19:34,SHORT,4,4,4,0,12,7,7,0.5833,0.5833,6.0,6.0,72.8,0,ATR_1M:hi|Micro_BarOverlap:lo|Micro_CSSpread:hi|Micro_HLAsymmetry:hi|MultiDay_Slope:hi|OR_High_Side:==1|RangeOsc_State:==2,191|192|243|252,20.090764305217363,35.339688,294,0.555269,0.537639,-1,-0.000107,11.61144858072867,11.371771386700862
43852,2026.03.05 03:42,SHORT,4,4,4,0,12,10,10,0.8333,0.8333,9.524,9.524,95.6,0,D2D_Dynamic_Sensitivity:lo|DailyOpen_Dist_ATR:lo|Micro_Entropy:lo|Micro_OrderFlowDelta:lo|MultiDay_Position:hi|PrevDay_High_Dist_ATR:lo|PrevDay_Low_Side:==1|Slope_Accel_LT:lo|VAH_Side:==0|VWAP_Z:lo,225|229|246|265,43.41292275431787,44.770575,277,0.50681,-1.206149,-1,-5.1e-05,11.61144858072867,11.371771386700862
44621,2026.03.05 16:31,LONG,8,8,8,0,24,16,16,0.6667,0.6667,13.662,13.662,477.6,0,AT_Regime_ST:==1|AT_Score_LT:lo|Bars_Since_Flip:hi|D2D_Dynamic_Sensitivity:lo|D2D_Signal:==1|Micro_Hurst:hi|Micro_MicroGap:lo|Micro_VolOfVol:hi|Momentum_Value:hi|OBV_Macd:lo|OR_High_Side:==-1|OR_Low_Side:==-1|PoC_Side:==1|PrevDay_Low_Dist_ATR:lo|Upper_Wick:hi|Volume_Ratio_10:hi,8|53|63|99|115|118|132|180,28.74551413867323,54.761093,499,0.580272,0.082175,1,-4.4e-05,21.20075584842148,20.34657927196911
44626,2026.03.05 16:36,LONG,10,10,10,0,30,16,16,0.5333,0.5333,13.327,13.327,330.0,0,ADX_Value:hi|AT_Regime_ST:==1|AT_Score_LT:lo|Bars_Since_Flip:hi|Body_Size:hi|Micro_MicroGap:lo|Micro_PriceAccel:lo|Micro_RangeAccel:hi|Micro_VolOfVol:hi|Micro_WickImbalance:lo|OBV_Macd:lo|OR_High_Side:==-1|OR_Low_Side:==-1|PrevDay_Low_Dist_ATR:lo|Slope_Accel_LT:hi|Volume_Ratio_10:hi,8|10|11|51|53|99|115|128|132|148,34.225203966183074,60.032978,444,0.3077,-0.024986,1,-3.6e-05,25.67729340170544,24.370762681353153
44647,2026.03.05 16:57,SHORT,4,4,4,0,12,9,9,0.75,0.75,8.123,8.123,646.0,0,ATR_1M:hi|KAMA_Dist:hi|Micro_HLAsymmetry:hi|Micro_IBSP:hi|MultiDay_Slope:hi|OBVf_Signal:==1|PrevDay_Close_Side:==-1|RangeOsc_State:==2|Round_500_Dist_ATR:lo,192|234|252|279,20.761265867694828,39.154776,406,0.36332,1.047126,-1,5.6e-05,11.61144858072867,11.371771386700862
44743,2026.03.05 18:33,SHORT,4,4,4,0,12,8,8,0.6667,0.6667,6.928,6.928,41.6,0,D2D_ATR_MA:hi|Micro_TickIntensity:hi|Momentum_Value:hi|PrevDay_Close_Dist_ATR:hi|Session_High_Dist_ATR:hi|Sqz_Val:hi|TChan_A15:hi|Volume_Avg_10:hi,217|273|292|293,20.576285954977056,22.335794,323,0.386096,-0.537254,-1,-2.3e-05,11.61144858072867,11.371771386700862
44748,2026.03.05 18:38,SHORT,4,4,4,0,12,8,8,0.6667,0.6667,6.928,6.928,49.6,0,D2D_ATR_MA:hi|Micro_TickIntensity:hi|Momentum_Value:hi|PrevDay_Close_Dist_ATR:hi|Session_High_Dist_ATR:hi|Sqz_Val:hi|TChan_A15:hi|Volume_Avg_10:hi,217|273|292|293,16.14694290999914,25.646688,354,0.426697,-0.27294,-1,7.9e-05,11.61144858072867,11.371771386700862
44802,2026.03.05 19:32,SHORT,4,4,4,0,12,8,8,0.6667,0.6667,6.735,6.735,64.0,0,Micro_AutoCorr:lo|Micro_Entropy:lo|Micro_TickIntensity:hi|Micro_WickImbalance:lo|OBV_Velocity:lo|OBVf_DirStepCount:hi|VAL_Side:==0|WeeklyOpen_Side:==-1,237|245|275|277,34.5245969414237,31.719189,366,0.403424,0.031527,-1,-0.000141,11.61144858072867,11.371771386700862
44874,2026.03.05 20:44,LONG,6,6,6,0,18,15,15,0.8333,0.8333,13.877,13.877,-768.6,1,AT_Regime_ST:==1|Bars_Since_Flip:hi|D2D_Signal:==1|EMA_Oscillator:hi|Micro_PriceAccel:hi|MultiDay_Position:lo|OBV_Macd:lo|OR_Low_Side:==-1|PrevDay_Low_Side:==-1|RangeOsc_State:==-2|Sqz_State:==1|Sqz_Val:hi|VWAP_Sigma:hi|Volume_Avg_10:hi|WeeklyOpen_Side:==-1,56|67|108|130|140|179,15.509212885834838,31.285464,286,0.230061,0.159819,1,-2.7e-05,16.435780104648117,15.954503499974125
44882,2026.03.05 20:52,SHORT,4,4,4,0,12,9,9,0.75,0.75,8.485,8.485,58.8,0,AT_Score_LT:lo|Micro_CSSpread:hi|Micro_HLAsymmetry:lo|Micro_LogReturn:hi|Micro_ThrustEff:lo|MultiDay_Slope:hi|Slope_Accel_ST:lo|VAL_Side:==-1|Volume_Avg_10:hi,201|254|258|285,17.108180970449073,29.45098,324,0.543318,0.560253,-1,-4.1e-05,11.61144858072867,11.371771386700862
44966,2026.03.05 22:16,LONG,4,4,4,0,12,9,9,0.75,0.75,8.123,8.123,184.8,0,AT_Slope_LT:lo|Micro_FailedBreak:hi|Micro_HLAsymmetry:lo|Micro_LogReturn:hi|Micro_MicroGap:hi|Micro_RangeAccel:lo|Micro_TickIntensity:hi|Micro_VPIN:lo|Micro_VolOfVol:hi,15|88|94|95,30.014848187022896,27.32851,349,0.423541,0.658653,1,0.000196,11.345701020588308,11.143020262773083
46015,2026.03.06 17:00,LONG,45,45,21,1,135,49,49,0.363,0.363,32.041,32.041,882.0,0,AT_Lookback_ST:hi|AT_Regime_ST:==1|AT_Slope_LT:lo|AT_Slope_ST:lo|Bar_Range:hi|Bars_Since_Flip:hi|Body_Size:hi|D2D_ATR:hi|D2D_ATR_MA:hi|D2D_DirStep:==1|D2D_Signal:==1|DailyOpen_Side:==-1|KAMA_Dist:hi|Lower_Wick:lo|Micro_Amihud:hi|Micro_AutoCorr:hi|Micro_BarOverlap:lo|Micro_FailedBreak:hi|Micro_HLAsymmetry:hi|Micro_LogReturn:hi|Micro_OrderFlowDelta:hi|Micro_PriceAccel:hi|Micro_RangeAccel:hi|Micro_RangeVelocity:hi|Micro_Rejection:lo|Micro_RollProxy:hi|Micro_VolOfVol:hi|Micro_WickImbalance:lo|Momentum_Value:hi|MultiDay_Position:lo|OBV_Macd:lo|OR_Low_Side:==-1|OR_Position:lo|PoC_Side:==1|PrevDay_Low_Dist_ATR:lo|PrevDay_Low_Side:==-1|RangeOsc_State:==-1|RangeOsc_Val:lo|Round_100_Dist_ATR:lo|Session_Low_Dist_ATR:lo|Slope_EMA_ST:lo|Sqz_State:==1|Upper_Wick:hi|VWAP_Side:==-1|VWAP_Sigma:hi|VWAP_Sigma_ATR:lo|Volume:hi|Volume_Avg_10:hi|Volume_Ratio_10:hi,2|4|14|16|19|21|22|23|24|25|26|30|33|36|37|38|39|41|42|43|44|49|52|53|56|57|58|60|70|80|103|104|108|111|115|132|165|167|170|172|175|176|177|180|182,23.02145860539197,136.486581,528,0.471082,0.802277,1,-0.000122,76.61812763626206,62.8018733871313
46016,2026.03.06 17:01,LONG,31,19,19,0,93,39,39,0.4194,0.4194,25.633,25.633,798.0,0,AT_Lookback_ST:hi|AT_Regime_LT:==1|AT_Regime_ST:==1|AT_Slope_LT:lo|AT_Slope_ST:lo|Bar_Range:hi|Bars_Since_Flip:hi|D2D_ATR:hi|D2D_ATR_MA:hi|D2D_DirStep:==1|D2D_Signal:==0|KAMA_Dist:hi|Micro_Amihud:hi|Micro_AutoCorr:hi|Micro_HLAsymmetry:hi|Micro_Lambda:lo|Micro_MicroGap:hi|Micro_OrderFlowDelta:lo|Micro_PriceAccel:lo|Micro_RangeAccel:lo|Micro_RangeVelocity:lo|Micro_Rejection:lo|Micro_RollProxy:hi|Micro_VolOfVol:hi|Micro_WickImbalance:lo|Momentum_Value:hi|MultiDay_Position:lo|OBV_Macd:lo|OR_Low_Side:==-1|OR_Position:lo|PrevDay_Low_Dist_ATR:lo|PrevDay_Low_Side:==-1|RangeOsc_State:==-1|RangeOsc_Val:lo|Round_100_Dist_ATR:lo|Slope_EMA_ST:lo|Upper_Wick:hi|Volume:hi|Volume_Avg_10:hi,2|14|19|21|24|32|33|36|37|38|40|41|42|43|49|51|53|56|58|60|70|80|111|115|124|126|166|167|173|175|176,24.06844752861618,98.130267,484,0.464383,0.0,1,-0.000116,60.772218820870066,52.30329971386627
46018,2026.03.06 17:03,LONG,18,18,18,0,54,26,26,0.4815,0.4815,18.663,18.663,612.0,0,AT_Regime_ST:==1|AT_Slope_ST:lo|Bars_Since_Flip:hi|D2D_ATR:hi|D2D_ATR_MA:hi|D2D_Signal:==0|EMA_Oscillator:hi|KAMA_Dist:hi|Lower_Wick:hi|Micro_BarOverlap:lo|Micro_PriceAccel:lo|Micro_VolOfVol:hi|Momentum_Value:hi|MultiDay_Position:lo|MultiDay_Slope:lo|OBV_Macd:lo|OBVf_Signal:==1|OR_Low_Side:==-1|OR_Position:lo|PrevDay_Low_Dist_ATR:lo|PrevDay_Low_Side:==-1|RangeOsc_State:==-1|Slope_EMA_ST:lo|VWAP_Sigma:hi|Volume:hi|Volume_Avg_10:hi,18|25|35|36|37|38|40|51|53|56|58|60|67|70|115|129|164|176,25.011964614452936,61.694264,452,0.470991,-0.170194,1,-0.000104,41.238202492134135,37.559158007015945
46019,2026.03.06 17:04,LONG,26,11,11,0,78,34,34,0.4359,0.4359,24.071,24.071,410.3,0,AT_Regime_ST:==1|AT_Score_LT:lo|AT_Slope_LT:lo|AT_Slope_ST:lo|Bars_Since_Flip:hi|Body_Size:hi|D2D_ATR:hi|D2D_ATR_MA:hi|D2D_Signal:==0|EMA_Oscillator:hi|Efficiency_Ratio:hi|KAMA_Dist:hi|Lower_Wick:hi|Micro_FailedBreak:hi|Micro_MicroGap:lo|Micro_OrderFlowDelta:hi|Micro_RangeVelocity:hi|Micro_VPIN:lo|Micro_VolOfVol:hi|Micro_WickImbalance:lo|Momentum_Value:hi|MultiDay_Position:lo|OBV_Macd:lo|OBVf_Signal:==1|OR_High_Side:==-1|OR_Low_Side:==-1|OR_Position:lo|PrevDay_Low_Dist_ATR:lo|PrevDay_Low_Side:==-1|RangeOsc_State:==-1|Slope_EMA_ST:lo|VWAP_Side:==-1|Volume:hi|Volume_Avg_10:hi,8|16|18|26|30|34|35|36|37|38|39|40|53|56|58|60|67|70|99|115|122|164|165|172|176|177,25.36366187648281,67.097159,464,0.416285,0.462017,1,-9.7e-05,53.933459433015955,47.371944708310544
46021,2026.03.06 17:06,LONG,21,16,10,1,63,30,30,0.4762,0.4762,20.799,20.799,420.0,0,AT_Regime_LT:==1|AT_Regime_ST:==1|AT_Score_LT:lo|AT_Slope_ST:lo|Bars_Since_Flip:hi|Body_Size:hi|D2D_ATR:hi|D2D_ATR_MA:hi|D2D_Signal:==0|EMA_Oscillator:hi|KAMA_Dist:hi|Micro_Amihud:hi|Micro_MicroGap:lo|Micro_OrderFlowDelta:hi|Micro_RangeAccel:lo|Micro_RangeVelocity:lo|Micro_VPIN:lo|Micro_VolOfVol:hi|Micro_WickImbalance:lo|Momentum_Value:hi|MultiDay_Position:lo|OBVf_Signal:==1|OR_High_Side:==-1|OR_Low_Side:==-1|OR_Position:lo|PrevDay_Low_Dist_ATR:lo|PrevDay_Low_Side:==-1|Slope_EMA_ST:lo|Volume:hi|Volume_Avg_10:hi,8|30|32|34|35|36|37|38|39|40|53|56|58|60|67|70|80|99|115|173|176,25.993487075322022,75.751818,478,0.420552,0.0,1,-8.6e-05,46.28470196545552,41.56260791425236
46028,2026.03.06 17:13,LONG,31,23,21,1,93,35,35,0.3763,0.3763,26.282,26.282,1285.2,0,AT_Lookback_ST:hi|AT_Regime_ST:==1|AT_Score_LT:lo|AT_Slope_LT:lo|AT_Slope_ST:lo|Bars_Since_Flip:hi|Body_Size:hi|D2D_ATR:hi|D2D_Signal:==0|EMA_Oscillator:hi|KAMA_Dist:hi|Micro_Amihud:hi|Micro_FailedBreak:hi|Micro_HLAsymmetry:hi|Micro_Hurst:hi|Micro_MicroGap:hi|Micro_RangeAccel:hi|Micro_RollProxy:hi|Momentum_Value:hi|MultiDay_Position:lo|OBV_Macd:lo|OR_Low_Side:==-1|PrevDay_High_Side:==-1|PrevDay_Low_Dist_ATR:lo|PrevDay_Low_Side:==-1|RangeOsc_State:==-2|Round_1000_Dist_ATR:lo|Slope_Accel_LT:hi|Slope_EMA_ST:lo|Sqz_State:==1|Sqz_Val:hi|VWAP_Side:==-1|VWAP_Sigma:hi|Volume_Avg_10:hi|WeeklyOpen_Side:==-1,2|4|10|11|12|13|14|16|17|26|28|29|38|39|40|41|53|56|58|67|70|80|118|126|130|140|148|152|168|169|179,22.53915426906229,55.962292,440,0.531325,0.455664,1,-6.4e-05,60.772218820870066,52.30329971386627
46035,2026.03.06 17:20,LONG,9,6,6,0,27,17,17,0.6296,0.6296,14.765,14.765,79.2,0,AT_Score_LT:lo|D2D_ATR:hi|Harmonic_LLEMA:hi|Micro_MicroGap:lo|Micro_RangeAccel:hi|Micro_Rejection:lo|Micro_TickIntensity:hi|OBV_Macd:lo|OR_High_Side:==-1|OR_Low_Side:==-1|PrevDay_High_Dist_ATR:hi|PrevDay_Low_Side:==-1|RangeOsc_State:==-2|Slope_Accel_LT:hi|VWAP_Sigma:hi|Volume_Avg_10:hi|WeeklyOpen_Side:==-1,8|11|12|59|123|140|149|150|185,26.37925085097678,27.075146,438,0.381335,-0.406277,1,0.000169,23.473053431498993,22.401786415067697
46037,2026.03.06 17:22,LONG,4,4,4,0,12,10,10,0.8333,0.8333,9.524,9.524,83.2,0,AT_Score_LT:lo|AT_Slope_LT:lo|Body_Size:hi|Efficiency_Ratio:hi|Micro_FailedBreak:hi|Micro_RangeAccel:lo|Micro_RangeVelocity:lo|RangeOsc_State:==2|Slope_Accel_LT:hi|VWAP_Sigma:hi,10|12|15|69,26.94267451280516,39.650159,438,0.336472,0.504412,1,0.000206,11.345701020588308,11.143020262773083
46038,2026.03.06 17:23,LONG,4,4,4,0,12,7,7,0.5833,0.5833,6.0,6.0,96.4,0,D2D_ATR:hi|Harmonic_LLEMA:hi|Micro_LogReturn:lo|Micro_Rejection:lo|OBV_Macd:lo|PrevDay_High_Dist_ATR:hi|Volume_Avg_10:hi,59|123|125|185,27.920966179363987,45.218207,410,0.274956,-0.276437,1,0.000213,11.345701020588308,11.143020262773083
46042,2026.03.06 17:27,LONG,5,5,5,0,15,10,10,0.6667,0.6667,9.125,9.125,125.0,0,D2D_ATR:hi|Micro_Rejection:lo|OR_Low_Side:==-1|PrevDay_High_Dist_ATR:hi|RangeOsc_State:==-2|Slope_Accel_LT:hi|Sqz_State:==1|Sqz_Val:hi|Volume_Avg_10:hi|WeeklyOpen_Side:==-1,59|140|152|179|185,28.80035458616197,46.664523,428,0.400065,-0.235725,1,0.00015,13.933964781772266,13.604790342516026
46070,2026.03.06 17:55,LONG,19,19,19,0,57,29,29,0.5088,0.5088,21.415,21.415,756.2,0,AT_Regime_LT:==1|AT_Regime_ST:==1|AT_Slope_LT:lo|AT_Slope_ST:lo|Bar_Range:hi|D2D_ATR_MA:hi|D2D_DirStep:==1|D2D_Signal:==1|KAMA_Dist:hi|Lower_Wick:lo|Micro_Amihud:hi|Micro_AutoCorr:hi|Micro_BarOverlap:lo|Micro_FailedBreak:hi|Micro_LogReturn:hi|Micro_PriceAccel:hi|Micro_RangeVelocity:hi|Micro_RollProxy:hi|Micro_VolOfVol:hi|Micro_WickImbalance:hi|OR_Low_Side:==-1|OR_Position:lo|PrevDay_Low_Side:==-1|Slope_EMA_ST:lo|TChan_A15:hi|VWAP_Side:==-1|VWAP_Sigma:hi|Volume:hi|Volume_Ratio_10:hi,14|16|21|22|23|25|26|36|37|49|60|70|80|108|115|116|172|176|188,24.66583461191475,71.383846,426,0.469341,1.379864,1,-0.000129,42.962100437447624,38.94197630079839
46089,2026.03.06 18:14,LONG,8,8,8,0,24,13,13,0.5417,0.5417,10.843,10.843,292.8,0,AT_Regime_LT:==1|AT_Slope_ST:lo|Micro_Amihud:lo|Micro_Entropy:lo|Micro_HLAsymmetry:lo|Micro_MicroGap:hi|Micro_MomoTransfer:hi|Micro_RangeAccel:lo|Micro_RangeVelocity:lo|Micro_ThrustEff:lo|Micro_VPIN:hi|OBVf_Signal:==-1|OR_Low_Side:==-1,32|81|84|85|86|98|100|101,21.01510912806041,21.973664,347,0.374354,-0.2503,1,-0.000151,21.20075584842148,20.34657927196911
46091,2026.03.06 18:16,LONG,11,11,11,0,33,19,19,0.5758,0.5758,14.312,14.312,238.7,0,AT_Regime_ST:==1|AT_Slope_ST:lo|Bar_Range:hi|D2D_ATR:hi|D2D_DirStep:==-1|Micro_BarOverlap:lo|Micro_HLAsymmetry:hi|Micro_Lambda:lo|Micro_OrderFlowDelta:lo|Micro_RangeAccel:hi|Micro_RangeVelocity:hi|Micro_Rejection:lo|OR_Low_Side:==-1|PrevDay_High_Dist_ATR:hi|PrevDay_Low_Side:==-1|Round_100_Dist_ATR:lo|Slope_EMA_ST:lo|VWAP_Sigma:hi|Volume_Avg_10:hi,25|45|59|111|166|167|170|171|172|175|185,19.841879030031944,41.092737,399,0.463649,0.085173,1,-0.00016,27.817084794051137,26.258658030358355
46223,2026.03.06 20:28,LONG,5,5,5,0,15,13,13,0.8667,0.8667,12.469,12.469,81.0,0,AT_Regime_LT:==1|D2D_ATR:hi|Efficiency_Ratio:hi|Lower_Wick:lo|Micro_RangeVelocity:lo|Micro_Rejection:lo|Micro_VolOfVol:hi|Micro_WickImbalance:hi|Momentum_Value:lo|PrevDay_High_Dist_ATR:hi|RangeOsc_State:==2|Volume:hi|Volume_Avg_10:hi,59|69|116|121|185,21.354882000512955,32.033081,360,0.392186,-0.14048,1,2.2e-05,13.933964781772266,13.604790342516026
46331,2026.03.06 22:16,LONG,10,10,10,0,30,18,18,0.6,0.6,14.874,14.874,157.0,0,AT_Regime_ST:==1|AT_Slope_ST:lo|D2D_DirStep:==-1|Micro_BarOverlap:lo|Micro_FailedBreak:hi|Micro_HLAsymmetry:hi|Micro_RangeAccel:hi|Micro_RangeVelocity:hi|Micro_Rejection:lo|Momentum_Value:lo|OR_Low_Side:==-1|PrevDay_Low_Side:==-1|RangeOsc_State:==2|Round_100_Dist_ATR:lo|Round_500_Dist_ATR:lo|Slope_EMA_ST:lo|VWAP_Side:==-1|VWAP_Sigma:hi,25|26|31|111|120|167|170|171|172|175,16.926265630407414,31.207389,326,0.427271,0.688939,1,-0.000111,25.67729340170544,24.370762681353153
46332,2026.03.06 22:17,LONG,7,5,5,0,21,14,14,0.6667,0.6667,12.079,12.079,-522.0,1,AT_Regime_LT:==1|AT_Regime_ST:==1|AT_Slope_ST:lo|D2D_DirStep:==1|Micro_AutoCorr:hi|Micro_HLAsymmetry:hi|Micro_LogReturn:hi|Micro_RangeAccel:lo|Micro_RangeVelocity:lo|Micro_Rejection:lo|Micro_WickImbalance:lo|OR_Position:lo|PrevDay_Low_Side:==-1|Slope_EMA_ST:lo,21|22|24|32|111|167|173,16.34362126846399,25.358496,347,0.415901,-0.197173,1,-9.8e-05,18.856446644718016,18.199528660922656
46359,2026.03.06 22:44,SHORT,4,4,4,0,12,12,12,1.0,1.0,12.0,12.0,51.2,0,AT_Slope_ST:hi|D2D_ATR_MA:hi|OR_High_Dist_ATR:hi|PrevDay_Close_Side:==-1|RangeOsc_State:==2|Round_500_Dist_ATR:lo|Session_High_Dist_ATR:hi|Slope_Accel_ST:hi|Slope_EMA_ST:hi|Sqz_State:==-1|Sqz_Val:hi|VA_Position:hi,206|217|279|288,20.31036628229357,26.282139,295,0.546325,-0.43756,-1,0.000115,11.61144858072867,11.371771386700862
46360,2026.03.06 22:45,SHORT,8,4,4,0,24,19,19,0.7917,0.7917,17.213,17.213,139.2,0,AT_Slope_ST:hi|D2D_ATR_MA:hi|Micro_MicroGap:lo|Micro_TickIntensity:hi|Momentum_Value:hi|OR_High_Dist_ATR:hi|PrevDay_Close_Dist_ATR:hi|PrevDay_Close_Side:==-1|RangeOsc_State:==2|Round_500_Dist_ATR:lo|Session_High_Dist_ATR:hi|Slope_Accel_ST:hi|Slope_EMA_ST:hi|Sqz_State:==-1|Sqz_Val:hi|TChan_A15:hi|Upper_Wick:hi|VA_Position:hi|Volume_Avg_10:hi,205|206|217|273|279|288|292|293,19.846076366876343,20.984066,308,0.536936,0.0,-1,0.000114,22.250175986451605,21.221965111549544
46426,2026.03.09 01:06,SHORT,4,4,4,0,12,11,11,0.9167,0.9167,10.691,10.691,168.0,0,D2D_Dynamic_Sensitivity:lo|Micro_IBSP:lo|Micro_MomoTransfer:hi|Micro_OrderFlowDelta:lo|Micro_PriceAccel:hi|Micro_RangeAccel:lo|Micro_WickImbalance:hi|OBVf_Signal:==1|PrevDay_High_Dist_ATR:lo|Session_High_Dist_ATR:lo|VAH_Side:==0,222|257|263|265,25.56842148121857,342.512287,270,0.425029,-0.243787,-1,-0.000825,11.61144858072867,11.371771386700862
46466,2026.03.09 01:46,LONG,5,5,5,0,15,12,12,0.8,0.8,10.978,10.978,131.0,0,D2D_Signal:==1|DailyOpen_Dist_ATR:lo|Micro_LogReturn:hi|Micro_RangeVelocity:lo|Micro_VolOfVol:hi|Micro_WickImbalance:lo|OBV_Velocity:hi|PoC_Side:==1|Slope_Accel_LT:lo|Upper_Wick:hi|VWAP_Dist_ATR:lo|VWAP_Side:==1,133|155|159|180|181,28.070433163345527,48.613799,118,0.470541,0.298269,1,6.2e-05,13.933964781772266,13.604790342516026
46861,2026.03.09 08:21,LONG,5,5,5,0,15,11,11,0.7333,0.7333,9.666,9.666,383.0,0,AT_Regime_ST:==1|EMA_Oscillator:hi|KAMA_Dist:hi|Micro_Entropy:lo|Micro_Hurst:hi|Micro_MomoTransfer:hi|Micro_OrderFlowDelta:hi|Micro_RangeAccel:lo|Momentum_Value:hi|PrevDay_Low_Side:==-1|Session_High_Dist_ATR:lo,67|70|85|105|118,23.90284917175952,68.858322,260,0.528848,1.205374,1,4.5e-05,13.933964781772266,13.604790342516026
