direction,cond_a,cond_b,bars,profitable_bars,loss_events,mean_depth,mean_bar_pnl,sum_pnl,bars_same_signal,bars_cross_signal_only
LONG,EMA_Oscillator:hi,PrevDay_Close_Dist_ATR:hi,1,1,0,23.0,88.2,88.2,0,1
LONG,Micro_GarmanKlass:hi,Sqz_Val:hi,1,1,0,23.0,88.2,88.2,0,1
LONG,PrevDay_Close_Dist_ATR:hi,Sqz_Val:hi,1,1,0,23.0,88.2,88.2,0,1
LONG,Micro_PriceAccel:lo,PrevDay_High_Dist_ATR:hi,1,1,0,24.0,162.5,162.5,0,1
LONG,AT_Lookback_ST:hi,RangeOsc_State:==2,1,1,0,21.0,278.8,278.8,0,1
LONG,Bars_Since_Flip:hi,RangeOsc_State:==2,3,1,2,11.0,-309.67,-929.0,0,3
LONG,D2D_Signal:==0,RangeOsc_State:==2,1,1,0,21.0,278.8,278.8,0,1
LONG,EMA_Oscillator:hi,RangeOsc_State:==2,1,1,0,21.0,278.8,278.8,0,1
LONG,MultiDay_Position:lo,RangeOsc_State:==2,3,1,2,11.0,-309.67,-929.0,0,3
LONG,Efficiency_Ratio:hi,Micro_CSSpread:lo,1,1,0,6.0,42.0,42.0,0,1
LONG,Efficiency_Ratio:hi,ST_Flip_Event:==1,1,1,0,6.0,42.0,42.0,0,1
LONG,Micro_CSSpread:lo,Micro_Lambda:lo,1,1,0,6.0,42.0,42.0,0,1
LONG,Micro_CSSpread:lo,PrevDay_Low_Side:==-1,1,1,0,6.0,42.0,42.0,0,1
LONG,Micro_CSSpread:lo,RangeOsc_State:==2,1,1,0,6.0,42.0,42.0,0,1
LONG,Micro_Lambda:lo,ST_Flip_Event:==1,1,1,0,6.0,42.0,42.0,0,1
LONG,RangeOsc_State:==2,ST_Flip_Event:==1,1,1,0,6.0,42.0,42.0,0,1
LONG,D2D_ATR:hi,ST_Flip_Event:==-1,1,1,0,9.0,92.7,92.7,0,1
LONG,PrevDay_High_Dist_ATR:hi,ST_Flip_Event:==-1,1,1,0,9.0,92.7,92.7,0,1
LONG,KAMA_Dist:hi,Micro_GarmanKlass:hi,1,1,0,5.0,72.0,72.0,0,1
LONG,KAMA_Dist:hi,PrevDay_Close_Dist_ATR:hi,1,1,0,5.0,72.0,72.0,0,1
LONG,Micro_Amihud:hi,Micro_GarmanKlass:hi,1,1,0,5.0,72.0,72.0,0,1
LONG,Micro_Amihud:hi,PrevDay_Close_Dist_ATR:hi,1,1,0,5.0,72.0,72.0,0,1
LONG,Micro_AutoCorr:hi,ST_Flip_Event:==-1,1,1,0,11.0,150.7,150.7,0,1
LONG,Micro_AutoCorr:hi,Slope_Accel_ST:lo,1,1,0,11.0,150.7,150.7,0,1
LONG,Micro_AutoCorr:hi,Sqz_State:==-1,1,1,0,11.0,150.7,150.7,0,1
LONG,Micro_FractalDim:lo,Sqz_State:==-1,1,1,0,11.0,150.7,150.7,0,1
LONG,Sqz_State:==-1,TChan_A15:hi,1,1,0,11.0,150.7,150.7,0,1
LONG,D2D_DirStep:==1,PrevDay_High_Dist_ATR:hi,1,1,0,13.0,200.8,200.8,0,1
LONG,Micro_MicroGap:hi,PrevDay_High_Dist_ATR:hi,1,1,0,7.0,73.8,73.8,0,1
LONG,ADX_Rising:==1,MultiDay_Position:hi,1,1,0,7.0,200.9,200.9,0,1
LONG,ADX_Rising:==1,Round_1000_Dist_ATR:lo,1,1,0,7.0,200.9,200.9,0,1
LONG,KAMA_Dist:hi,MultiDay_Position:hi,1,1,0,7.0,200.9,200.9,0,1
LONG,KAMA_Dist:hi,VWAP_Dist_ATR:lo,1,1,0,7.0,200.9,200.9,0,1
LONG,KAMA_Dist:hi,VWAP_Side:==1,1,1,0,7.0,200.9,200.9,0,1
LONG,MultiDay_Position:hi,PrevDay_High_Dist_ATR:lo,1,1,0,7.0,200.9,200.9,0,1
LONG,MultiDay_Position:hi,PrevDay_Low_Side:==-1,1,1,0,7.0,200.9,200.9,0,1
LONG,MultiDay_Position:hi,WeeklyOpen_Side:==-1,1,1,0,7.0,200.9,200.9,0,1
LONG,Micro_MomoTransfer:hi,ST_Flip_Event:==1,1,1,0,7.0,933.6,933.6,0,1
LONG,MultiDay_Position:hi,OR_High_Side:==1,1,1,0,7.0,933.6,933.6,0,1
LONG,MultiDay_Position:hi,ST_Flip_Event:==1,1,1,0,7.0,933.6,933.6,0,1
LONG,OR_High_Side:==1,Round_1000_Dist_ATR:lo,1,1,0,7.0,933.6,933.6,0,1
LONG,Micro_LogReturn:lo,OR_Low_Side:==1,2,1,1,9.5,-24.6,-49.2,0,2
LONG,Micro_LogReturn:lo,VWAP_Side:==-1,2,1,1,9.0,-259.8,-519.6,0,2
LONG,OR_Low_Side:==1,RangeOsc_State:==-1,2,1,1,8.5,-318.6,-637.2,0,2
LONG,D2D_Persist:hi,D2D_Signal:==1,1,1,0,6.0,117.6,117.6,0,1
LONG,D2D_Persist:hi,PoC_Side:==1,1,1,0,6.0,117.6,117.6,0,1
LONG,D2D_DirStep:==1,MultiDay_Position:hi,1,1,0,10.0,1215.0,1215.0,0,1
LONG,D2D_Signal:==0,MultiDay_Position:hi,1,1,0,10.0,1215.0,1215.0,0,1
LONG,Micro_FractalDim:lo,MultiDay_Position:hi,1,1,0,10.0,1215.0,1215.0,0,1
LONG,MultiDay_Position:hi,VWAP_Sigma:hi,1,1,0,4.0,68.4,68.4,0,1
LONG,Dist_To_PoC_ATR:lo,PrevDay_Low_Dist_ATR:lo,1,1,0,5.0,78.5,78.5,0,1
LONG,Bar_Range:hi,Micro_Amihud:lo,1,1,0,4.0,1267.2,1267.2,0,1
LONG,Bar_Range:hi,Micro_VPIN:hi,1,1,0,4.0,1267.2,1267.2,0,1
LONG,Lower_Wick:hi,Micro_Amihud:lo,1,1,0,4.0,1267.2,1267.2,0,1
LONG,Lower_Wick:hi,Micro_VPIN:hi,1,1,0,4.0,1267.2,1267.2,0,1
LONG,Micro_Amihud:lo,Micro_TickIntensity:hi,1,1,0,4.0,1267.2,1267.2,0,1
LONG,Micro_Amihud:lo,MultiDay_Slope:lo,1,1,0,4.0,1267.2,1267.2,0,1
LONG,Micro_TickIntensity:hi,Micro_VPIN:hi,1,1,0,4.0,1267.2,1267.2,0,1
LONG,Micro_VPIN:hi,MultiDay_Slope:lo,1,1,0,4.0,1267.2,1267.2,0,1
LONG,AT_Slope_ST:lo,ST_Flip_Event:==-1,1,1,0,8.0,764.8,764.8,0,1
LONG,AT_Slope_ST:lo,Slope_Accel_ST:lo,1,1,0,8.0,764.8,764.8,0,1
LONG,AT_Slope_ST:lo,Sqz_State:==-1,1,1,0,8.0,764.8,764.8,0,1
LONG,Micro_Lambda:lo,Sqz_State:==-1,1,1,0,8.0,764.8,764.8,0,1
LONG,Micro_RangeAccel:hi,ST_Flip_Event:==-1,1,1,0,8.0,764.8,764.8,0,1
LONG,Micro_RangeAccel:hi,Slope_Accel_ST:lo,1,1,0,8.0,764.8,764.8,0,1
LONG,Micro_RangeAccel:hi,Sqz_State:==-1,1,1,0,8.0,764.8,764.8,0,1
LONG,OBVf_Signal:==1,ST_Flip_Event:==-1,1,1,0,8.0,764.8,764.8,0,1
LONG,OBVf_Signal:==1,Slope_Accel_ST:lo,1,1,0,8.0,764.8,764.8,0,1
LONG,OBVf_Signal:==1,Sqz_State:==-1,1,1,0,8.0,764.8,764.8,0,1
LONG,RangeOsc_State:==2,Sqz_State:==-1,1,1,0,8.0,764.8,764.8,0,1
LONG,Micro_TickIntensity:lo,Sqz_State:==1,1,1,0,5.0,123.0,123.0,0,1
LONG,Micro_TickIntensity:lo,Sqz_Val:hi,1,1,0,5.0,123.0,123.0,0,1
LONG,ADX_Rising:==1,AT_Score_LT:hi,1,1,0,5.0,141.5,141.5,0,1
LONG,ADX_Rising:==1,Micro_GarmanKlass:hi,1,1,0,5.0,141.5,141.5,0,1
LONG,ADX_Rising:==1,Micro_Rejection:hi,1,1,0,5.0,141.5,141.5,0,1
LONG,AT_Score_LT:hi,Micro_OrderFlowDelta:hi,1,1,0,5.0,141.5,141.5,0,1
LONG,AT_Score_LT:hi,PrevDay_Close_Side:==-1,1,1,0,5.0,141.5,141.5,0,1
LONG,AT_Score_LT:hi,PrevDay_Low_Side:==-1,1,1,0,5.0,141.5,141.5,0,1
LONG,AT_Score_LT:hi,Sqz_State:==1,1,1,0,5.0,141.5,141.5,0,1
LONG,AT_Score_LT:hi,WeeklyOpen_Side:==-1,1,1,0,5.0,141.5,141.5,0,1
LONG,Micro_GarmanKlass:hi,PrevDay_Close_Side:==-1,1,1,0,5.0,141.5,141.5,0,1
LONG,Micro_OrderFlowDelta:hi,Micro_Rejection:hi,1,1,0,5.0,141.5,141.5,0,1
LONG,Micro_Rejection:hi,PrevDay_Close_Side:==-1,1,1,0,5.0,141.5,141.5,0,1
LONG,Micro_Rejection:hi,PrevDay_Low_Side:==-1,1,1,0,5.0,141.5,141.5,0,1
LONG,Micro_Rejection:hi,Sqz_State:==1,1,1,0,5.0,141.5,141.5,0,1
LONG,Micro_Rejection:hi,WeeklyOpen_Side:==-1,1,1,0,5.0,141.5,141.5,0,1
LONG,ADX_Rising:==0,OR_Low_Side:==1,1,1,0,11.0,565.4,565.4,0,1
LONG,DailyOpen_Dist_ATR:lo,Micro_Lambda:lo,2,1,1,9.5,88.3,176.6,0,2
LONG,DailyOpen_Dist_ATR:lo,OR_Low_Side:==1,2,1,1,9.5,88.3,176.6,0,2
LONG,Efficiency_Ratio:hi,OR_Position:hi,2,1,1,7.5,181.9,363.8,0,2
LONG,Harmonic_OBVf_Concordance:==0,OR_Low_Side:==1,1,1,0,11.0,565.4,565.4,0,1
LONG,Harmonic_OBVf_Concordance:==0,WeeklyOpen_Side:==-1,1,1,0,11.0,565.4,565.4,0,1
LONG,Micro_Lambda:lo,VWAP_Dist_ATR:lo,2,1,1,9.5,88.3,176.6,0,2
LONG,Micro_CSSpread:hi,WeeklyOpen_Side:==-1,2,1,1,14.5,538.05,1076.1,0,2
LONG,RangeOsc_Val:lo,Slope_Accel_LT:hi,1,1,0,11.0,94.5,94.5,0,1
LONG,Micro_FractalDim:hi,PoC_Side:==1,1,1,0,6.0,105.0,105.0,0,1
LONG,Lower_Wick:lo,VWAP_Sigma:lo,1,1,0,7.0,1848.0,1848.0,0,1
LONG,Micro_Hurst:hi,VWAP_Sigma:lo,1,1,0,7.0,1848.0,1848.0,0,1
LONG,Micro_OrderFlowDelta:hi,VWAP_Sigma:lo,1,1,0,7.0,1848.0,1848.0,0,1
LONG,Micro_WickImbalance:hi,ST_Flip_Event:==1,1,1,0,7.0,1848.0,1848.0,0,1
LONG,Momentum_Value:hi,VWAP_Sigma:lo,1,1,0,7.0,1848.0,1848.0,0,1
LONG,ST_Flip_Event:==1,VWAP_Sigma:lo,1,1,0,7.0,1848.0,1848.0,0,1
LONG,Micro_FractalDim:lo,PrevDay_Close_Side:==-1,1,1,0,4.0,87.2,87.2,0,1
LONG,Micro_FractalDim:lo,VWAP_Side:==1,1,1,0,4.0,87.2,87.2,0,1
LONG,PrevDay_Close_Side:==-1,PrevDay_Low_Side:==1,1,1,0,4.0,87.2,87.2,0,1
LONG,PrevDay_High_Dist_ATR:lo,PrevDay_Low_Side:==1,1,1,0,4.0,87.2,87.2,0,1
LONG,PrevDay_Low_Side:==1,WeeklyOpen_Side:==-1,1,1,0,4.0,87.2,87.2,0,1
LONG,Harmonic_LLEMA:hi,Micro_LogReturn:hi,1,1,0,4.0,42.0,42.0,0,1
LONG,Harmonic_LLEMA:hi,Micro_VolOfVol:hi,1,1,0,4.0,42.0,42.0,0,1
LONG,Bar_Range:hi,OR_High_Side:==0,1,1,0,11.0,157.3,157.3,0,1
LONG,D2D_ATR_MA:hi,Micro_LogReturn:lo,1,1,0,11.0,157.3,157.3,0,1
LONG,D2D_ATR_MA:hi,OR_High_Side:==0,1,1,0,11.0,157.3,157.3,0,1
LONG,D2D_Dynamic_Sensitivity:lo,Efficiency_Ratio:hi,2,1,1,8.5,-380.35,-760.7,0,2
LONG,D2D_Dynamic_Sensitivity:lo,Micro_Lambda:lo,1,1,0,11.0,157.3,157.3,0,1
LONG,D2D_Dynamic_Sensitivity:lo,RangeOsc_State:==2,2,1,1,8.5,-380.35,-760.7,0,2
LONG,D2D_Dynamic_Sensitivity:lo,ST_Flip_Event:==-1,1,1,0,11.0,157.3,157.3,0,1
LONG,D2D_Dynamic_Sensitivity:lo,Slope_Accel_ST:lo,1,1,0,11.0,157.3,157.3,0,1
LONG,Efficiency_Ratio:hi,Micro_LogReturn:lo,1,1,0,11.0,157.3,157.3,0,1
LONG,Efficiency_Ratio:hi,OR_High_Side:==0,1,1,0,11.0,157.3,157.3,0,1
LONG,Efficiency_Ratio:hi,ST_Flip_Event:==-1,1,1,0,11.0,157.3,157.3,0,1
LONG,Efficiency_Ratio:hi,Slope_Accel_ST:lo,1,1,0,11.0,157.3,157.3,0,1
LONG,Micro_FractalDim:lo,OR_High_Side:==0,1,1,0,11.0,157.3,157.3,0,1
LONG,Micro_Lambda:lo,Micro_LogReturn:lo,1,1,0,11.0,157.3,157.3,0,1
LONG,Micro_Lambda:lo,OR_High_Side:==0,1,1,0,11.0,157.3,157.3,0,1
LONG,Micro_LogReturn:lo,Micro_VPIN:lo,1,1,0,11.0,157.3,157.3,0,1
LONG,Micro_LogReturn:lo,RangeOsc_State:==2,1,1,0,11.0,157.3,157.3,0,1
LONG,Micro_LogReturn:lo,ST_Flip_Event:==-1,1,1,0,11.0,157.3,157.3,0,1
LONG,Micro_LogReturn:lo,Slope_Accel_ST:lo,1,1,0,11.0,157.3,157.3,0,1
LONG,Micro_VPIN:lo,OR_High_Side:==0,1,1,0,11.0,157.3,157.3,0,1
LONG,MultiDay_Slope:lo,Slope_Accel_ST:lo,1,1,0,11.0,157.3,157.3,0,1
LONG,OR_High_Side:==0,RangeOsc_State:==2,1,1,0,11.0,157.3,157.3,0,1
LONG,OR_High_Side:==0,ST_Flip_Event:==-1,1,1,0,11.0,157.3,157.3,0,1
LONG,OR_High_Side:==0,Slope_Accel_ST:lo,1,1,0,11.0,157.3,157.3,0,1
LONG,RangeOsc_State:==2,Upper_Wick:hi,1,1,0,11.0,157.3,157.3,0,1
LONG,Slope_Accel_ST:lo,Upper_Wick:hi,1,1,0,11.0,157.3,157.3,0,1
LONG,D2D_Persist:hi,Micro_CSSpread:hi,1,1,0,4.0,51.2,51.2,0,1
LONG,Micro_CSSpread:hi,OR_Position:hi,1,1,0,4.0,51.2,51.2,0,1
LONG,OR_Position:hi,Round_500_Dist_ATR:lo,1,1,0,4.0,51.2,51.2,0,1
LONG,OR_Position:hi,VA_Position:hi,1,1,0,4.0,51.2,51.2,0,1
LONG,D2D_Dynamic_Sensitivity:lo,DailyOpen_Dist_ATR:lo,1,1,0,6.0,252.0,252.0,0,1
LONG,D2D_Dynamic_Sensitivity:lo,OBV_Velocity:hi,1,1,0,6.0,252.0,252.0,0,1
LONG,D2D_Dynamic_Sensitivity:lo,Session_High_Dist_ATR:lo,1,1,0,6.0,252.0,252.0,0,1
LONG,D2D_Dynamic_Sensitivity:lo,VWAP_Dist_ATR:lo,1,1,0,6.0,252.0,252.0,0,1
LONG,D2D_Dynamic_Sensitivity:lo,VWAP_Side:==1,1,1,0,6.0,252.0,252.0,0,1
LONG,DailyOpen_Dist_ATR:lo,Micro_MicroGap:lo,1,1,0,6.0,252.0,252.0,0,1
LONG,Micro_MicroGap:lo,OBV_Velocity:hi,1,1,0,6.0,252.0,252.0,0,1
LONG,Micro_MicroGap:lo,Session_High_Dist_ATR:lo,1,1,0,6.0,252.0,252.0,0,1
LONG,Micro_MicroGap:lo,VWAP_Dist_ATR:lo,1,1,0,6.0,252.0,252.0,0,1
LONG,Micro_MicroGap:lo,VWAP_Side:==1,1,1,0,6.0,252.0,252.0,0,1
LONG,D2D_Persist:hi,Lower_Wick:lo,1,1,0,5.0,203.5,203.5,0,1
LONG,ADX_Rising:==1,Micro_Lambda:lo,1,1,0,5.0,114.0,114.0,0,1
LONG,ADX_Rising:==1,OR_Position:hi,1,1,0,5.0,114.0,114.0,0,1
LONG,Micro_Lambda:lo,Micro_OrderFlowDelta:hi,1,1,0,5.0,114.0,114.0,0,1
LONG,Micro_Lambda:lo,Session_High_Dist_ATR:lo,1,1,0,5.0,114.0,114.0,0,1
LONG,ADX_Rising:==1,OBVf_Signal:==-1,1,1,0,8.0,351.2,351.2,0,1
LONG,Micro_PriceAccel:hi,OR_Low_Side:==1,1,1,0,8.0,351.2,351.2,0,1
LONG,EMA_Oscillator:hi,Micro_WickImbalance:hi,2,1,1,6.0,-292.2,-584.4,0,2
LONG,Lower_Wick:lo,ST_Flip_Event:==-1,2,1,1,9.5,-97.75,-195.5,0,2
LONG,Lower_Wick:lo,Slope_Accel_ST:lo,2,1,1,9.5,-97.75,-195.5,0,2
LONG,Micro_CSSpread:lo,Micro_Hurst:hi,1,1,0,3.0,252.0,252.0,0,1
LONG,Micro_MicroGap:lo,Micro_PriceAccel:hi,1,1,0,7.0,2361.1,2361.1,0,1
LONG,AT_Score_LT:lo,Micro_Entropy:lo,1,1,0,6.0,236.4,236.4,0,1
LONG,Lower_Wick:lo,Micro_MicroGap:lo,1,1,0,9.0,118.2,118.2,0,1
LONG,Lower_Wick:lo,Micro_VolOfVol:lo,1,1,0,9.0,118.2,118.2,0,1
LONG,Micro_CSSpread:hi,Micro_PriceAccel:hi,1,1,0,3.0,96.6,96.6,0,1
LONG,ADX_Value:lo,AT_Score_LT:hi,1,1,0,5.0,77.5,77.5,0,1
LONG,ADX_Value:lo,Micro_FailedBreak:hi,1,1,0,5.0,77.5,77.5,0,1
LONG,ADX_Value:lo,Volume_Avg_10:hi,1,1,0,5.0,77.5,77.5,0,1
LONG,AT_Lookback_ST:hi,AT_Score_LT:hi,1,1,0,5.0,77.5,77.5,0,1
LONG,AT_Score_LT:hi,Micro_FailedBreak:hi,1,1,0,5.0,77.5,77.5,0,1
LONG,AT_Score_LT:hi,Slope_EMA_ST:hi,1,1,0,5.0,77.5,77.5,0,1
LONG,Micro_FailedBreak:hi,Slope_EMA_ST:hi,1,1,0,5.0,77.5,77.5,0,1
LONG,Bars_Since_Flip:hi,OBVf_Signal:==-1,1,1,0,7.0,294.0,294.0,0,1
LONG,DailyOpen_Side:==-1,OBVf_Signal:==-1,1,1,0,7.0,294.0,294.0,0,1
LONG,Micro_Entropy:lo,Micro_PriceAccel:hi,1,1,0,7.0,294.0,294.0,0,1
LONG,Micro_PriceAccel:hi,OR_High_Side:==1,1,1,0,7.0,294.0,294.0,0,1
LONG,OBVf_Signal:==-1,OR_High_Side:==1,1,1,0,7.0,294.0,294.0,0,1
LONG,OBVf_Signal:==-1,Round_500_Dist_ATR:lo,1,1,0,7.0,294.0,294.0,0,1
LONG,OBVf_Signal:==-1,VA_Position:hi,1,1,0,7.0,294.0,294.0,0,1
LONG,OR_High_Side:==1,Round_500_Dist_ATR:lo,1,1,0,7.0,294.0,294.0,0,1
LONG,OR_High_Side:==1,VA_Position:hi,1,1,0,7.0,294.0,294.0,0,1
LONG,OR_High_Side:==1,VWAP_Sigma:hi,1,1,0,7.0,294.0,294.0,0,1
LONG,Micro_TickIntensity:lo,Volume_Avg_10:hi,1,1,0,9.0,378.0,378.0,0,1
LONG,OBVf_Signal:==-1,Volume_Avg_10:hi,1,1,0,9.0,378.0,378.0,0,1
LONG,Micro_PriceAccel:lo,Micro_RangeAccel:hi,1,1,0,10.0,330.0,330.0,0,1
LONG,AT_Slope_LT:lo,Micro_HLAsymmetry:lo,2,1,1,6.5,-342.75,-685.5,0,2
LONG,DailyOpen_Side:==-1,Micro_Amihud:hi,1,1,0,45.0,882.0,882.0,0,1
LONG,DailyOpen_Side:==-1,PrevDay_Low_Dist_ATR:lo,1,1,0,45.0,882.0,882.0,0,1
LONG,DailyOpen_Side:==-1,RangeOsc_Val:lo,1,1,0,45.0,882.0,882.0,0,1
LONG,Lower_Wick:lo,Micro_RangeAccel:hi,1,1,0,45.0,882.0,882.0,0,1
LONG,Lower_Wick:lo,Round_100_Dist_ATR:lo,1,1,0,45.0,882.0,882.0,0,1
LONG,Micro_PriceAccel:hi,Round_100_Dist_ATR:lo,1,1,0,45.0,882.0,882.0,0,1
LONG,Micro_RangeAccel:hi,VWAP_Sigma_ATR:lo,1,1,0,45.0,882.0,882.0,0,1
LONG,Round_100_Dist_ATR:lo,VWAP_Sigma_ATR:lo,1,1,0,45.0,882.0,882.0,0,1
LONG,AT_Lookback_ST:hi,Micro_OrderFlowDelta:lo,1,1,0,31.0,798.0,798.0,0,1
LONG,D2D_DirStep:==1,Micro_Lambda:lo,1,1,0,31.0,798.0,798.0,0,1
LONG,D2D_DirStep:==1,Micro_OrderFlowDelta:lo,1,1,0,31.0,798.0,798.0,0,1
LONG,Micro_Lambda:lo,Micro_PriceAccel:lo,1,1,0,31.0,798.0,798.0,0,1
LONG,Micro_Lambda:lo,MultiDay_Position:lo,2,1,1,18.5,254.1,508.2,0,2
LONG,Micro_Lambda:lo,PrevDay_Low_Dist_ATR:lo,1,1,0,31.0,798.0,798.0,0,1
LONG,D2D_Signal:==0,Efficiency_Ratio:hi,1,1,0,26.0,410.3,410.3,0,1
LONG,Efficiency_Ratio:hi,Micro_OrderFlowDelta:hi,1,1,0,26.0,410.3,410.3,0,1
LONG,Efficiency_Ratio:hi,MultiDay_Position:lo,3,1,2,12.67,-265.83,-797.5,0,3
LONG,Efficiency_Ratio:hi,OBVf_Signal:==1,1,1,0,26.0,410.3,410.3,0,1
LONG,Efficiency_Ratio:hi,OR_Position:lo,1,1,0,26.0,410.3,410.3,0,1
LONG,Efficiency_Ratio:hi,PrevDay_Low_Dist_ATR:lo,1,1,0,26.0,410.3,410.3,0,1
LONG,Efficiency_Ratio:hi,RangeOsc_State:==-1,1,1,0,26.0,410.3,410.3,0,1
LONG,Micro_MicroGap:hi,Sqz_Val:hi,1,1,0,31.0,1285.2,1285.2,0,1
LONG,Micro_MicroGap:lo,PrevDay_High_Dist_ATR:hi,1,1,0,9.0,79.2,79.2,0,1
LONG,D2D_ATR:hi,Micro_LogReturn:lo,1,1,0,4.0,96.4,96.4,0,1
LONG,Micro_LogReturn:lo,PrevDay_High_Dist_ATR:hi,1,1,0,4.0,96.4,96.4,0,1
LONG,D2D_DirStep:==1,Micro_WickImbalance:hi,1,1,0,19.0,756.2,756.2,0,1
LONG,AT_Regime_LT:==1,Micro_Amihud:lo,1,1,0,8.0,292.8,292.8,0,1
LONG,AT_Regime_LT:==1,Micro_ThrustEff:lo,1,1,0,8.0,292.8,292.8,0,1
LONG,AT_Regime_LT:==1,Micro_VPIN:hi,1,1,0,8.0,292.8,292.8,0,1
LONG,AT_Slope_ST:lo,Micro_Amihud:lo,1,1,0,8.0,292.8,292.8,0,1
LONG,AT_Slope_ST:lo,Micro_ThrustEff:lo,1,1,0,8.0,292.8,292.8,0,1
LONG,AT_Slope_ST:lo,Micro_VPIN:hi,1,1,0,8.0,292.8,292.8,0,1
LONG,Micro_Amihud:lo,Micro_Entropy:lo,1,1,0,8.0,292.8,292.8,0,1
LONG,Micro_Amihud:lo,Micro_HLAsymmetry:lo,1,1,0,8.0,292.8,292.8,0,1
LONG,Micro_Amihud:lo,Micro_MicroGap:hi,1,1,0,8.0,292.8,292.8,0,1
LONG,Micro_Amihud:lo,Micro_MomoTransfer:hi,1,1,0,8.0,292.8,292.8,0,1
LONG,Micro_Amihud:lo,Micro_ThrustEff:lo,1,1,0,8.0,292.8,292.8,0,1
LONG,Micro_Amihud:lo,OBVf_Signal:==-1,1,1,0,8.0,292.8,292.8,0,1
LONG,Micro_Entropy:lo,Micro_ThrustEff:lo,1,1,0,8.0,292.8,292.8,0,1
LONG,Micro_Entropy:lo,Micro_VPIN:hi,1,1,0,8.0,292.8,292.8,0,1
LONG,Micro_HLAsymmetry:lo,Micro_ThrustEff:lo,1,1,0,8.0,292.8,292.8,0,1
LONG,Micro_HLAsymmetry:lo,Micro_VPIN:hi,1,1,0,8.0,292.8,292.8,0,1
LONG,Micro_HLAsymmetry:lo,OBVf_Signal:==-1,1,1,0,8.0,292.8,292.8,0,1
LONG,Micro_MicroGap:hi,Micro_VPIN:hi,1,1,0,8.0,292.8,292.8,0,1
LONG,Micro_MomoTransfer:hi,Micro_ThrustEff:lo,1,1,0,8.0,292.8,292.8,0,1
LONG,Micro_MomoTransfer:hi,Micro_VPIN:hi,1,1,0,8.0,292.8,292.8,0,1
LONG,Micro_MomoTransfer:hi,OBVf_Signal:==-1,1,1,0,8.0,292.8,292.8,0,1
LONG,Micro_RangeAccel:lo,Micro_ThrustEff:lo,1,1,0,8.0,292.8,292.8,0,1
LONG,Micro_RangeVelocity:lo,Micro_ThrustEff:lo,1,1,0,8.0,292.8,292.8,0,1
LONG,Micro_ThrustEff:lo,Micro_VPIN:hi,1,1,0,8.0,292.8,292.8,0,1
LONG,Micro_ThrustEff:lo,OR_Low_Side:==-1,1,1,0,8.0,292.8,292.8,0,1
LONG,Micro_VPIN:hi,OBVf_Signal:==-1,1,1,0,8.0,292.8,292.8,0,1
LONG,Micro_BarOverlap:lo,Micro_Lambda:lo,1,1,0,11.0,238.7,238.7,0,1
LONG,Micro_BarOverlap:lo,Micro_OrderFlowDelta:lo,1,1,0,11.0,238.7,238.7,0,1
LONG,Efficiency_Ratio:hi,Momentum_Value:lo,1,1,0,5.0,81.0,81.0,0,1
LONG,Efficiency_Ratio:hi,PrevDay_High_Dist_ATR:hi,2,1,1,5.5,-104.4,-208.8,0,2
LONG,Lower_Wick:lo,Momentum_Value:lo,1,1,0,5.0,81.0,81.0,0,1
LONG,Micro_RangeVelocity:lo,Momentum_Value:lo,1,1,0,5.0,81.0,81.0,0,1
LONG,D2D_DirStep:==-1,Momentum_Value:lo,1,1,0,10.0,157.0,157.0,0,1
LONG,Micro_BarOverlap:lo,Momentum_Value:lo,1,1,0,10.0,157.0,157.0,0,1
LONG,Momentum_Value:lo,VWAP_Sigma:hi,1,1,0,10.0,157.0,157.0,0,1
LONG,EMA_Oscillator:hi,Micro_Entropy:lo,1,1,0,5.0,383.0,383.0,0,1
LONG,KAMA_Dist:hi,Micro_Entropy:lo,1,1,0,5.0,383.0,383.0,0,1
LONG,Micro_IBSP:hi,Micro_OrderFlowDelta:hi,1,1,0,6.0,252.0,252.0,0,1
LONG,Micro_IBSP:hi,PrevDay_Low_Side:==-1,1,1,0,6.0,252.0,252.0,0,1
LONG,AT_Lookback_LT:hi,Efficiency_Ratio:hi,1,1,0,4.0,74.8,74.8,0,1
LONG,AT_Lookback_LT:hi,RangeOsc_State:==2,1,1,0,4.0,74.8,74.8,0,1
LONG,Efficiency_Ratio:hi,Micro_Amihud:lo,1,1,0,4.0,74.8,74.8,0,1
LONG,Efficiency_Ratio:hi,Micro_VPIN:hi,1,1,0,4.0,74.8,74.8,0,1
LONG,Efficiency_Ratio:hi,VAH_Dist_ATR:hi,1,1,0,4.0,74.8,74.8,0,1
LONG,Efficiency_Ratio:hi,WeeklyOpen_Dist_ATR:lo,1,1,0,4.0,74.8,74.8,0,1
LONG,Micro_Amihud:lo,RangeOsc_State:==2,1,1,0,4.0,74.8,74.8,0,1
LONG,Micro_VPIN:hi,RangeOsc_State:==2,1,1,0,4.0,74.8,74.8,0,1
LONG,RangeOsc_State:==2,VAH_Dist_ATR:hi,1,1,0,4.0,74.8,74.8,0,1
LONG,RangeOsc_State:==2,WeeklyOpen_Dist_ATR:lo,1,1,0,4.0,74.8,74.8,0,1
LONG,Bars_Since_Flip:hi,VAH_Dist_ATR:hi,1,1,0,7.0,161.7,161.7,0,1
