direction,cond_a,cond_b,bars,profitable_bars,loss_events,mean_depth,mean_bar_pnl,sum_pnl,bars_same_signal,bars_cross_signal_only
LONG,AT_Regime_ST:==1,Micro_Hurst:hi,60,57,3,15.22,1012.55,60753.0,44,16
LONG,Session_Low_Dist_ATR:lo,Volume:hi,59,57,2,13.46,942.2,55589.8,34,25
LONG,AT_Regime_ST:==1,Micro_RollProxy:hi,61,57,4,20.93,1057.32,64496.5,0,61
LONG,AT_Slope_ST:lo,Micro_Hurst:hi,60,57,3,14.92,956.87,57412.3,59,1
LONG,AT_Slope_ST:lo,OBV_Macd:lo,60,57,3,21.55,980.92,58855.3,0,60
LONG,Body_Size:hi,Momentum_Value:hi,61,57,4,21.16,1048.84,63979.5,58,3
LONG,Micro_RollProxy:hi,Momentum_Value:hi,60,57,3,20.9,1076.02,64561.3,56,4
LONG,Micro_Hurst:hi,Momentum_Value:hi,59,56,3,14.71,1071.9,63242.0,56,3
LONG,Slope_EMA_ST:lo,Volume:hi,61,56,5,19.33,706.52,43097.5,0,61
LONG,RangeOsc_State:==-1,Slope_EMA_ST:lo,60,56,4,19.33,382.77,22966.4,34,26
LONG,Micro_FailedBreak:hi,VWAP_Side:==-1,57,56,1,18.25,727.3,41456.2,52,5
LONG,Slope_EMA_ST:lo,VWAP_Side:==-1,61,56,5,19.26,737.82,45006.9,31,30
LONG,D2D_ATR_MA:hi,Volume:hi,58,56,2,16.33,685.75,39773.4,0,58
LONG,Micro_Rejection:lo,OBV_Macd:lo,58,56,2,9.29,476.08,27612.5,28,30
LONG,AT_Slope_LT:lo,Bars_Since_Flip:hi,58,56,2,22.12,842.47,48863.5,0,58
LONG,AT_Slope_ST:lo,Body_Size:hi,59,56,3,22.07,1104.38,65158.5,58,1
LONG,AT_Slope_ST:lo,Micro_AutoCorr:hi,58,56,2,15.64,1055.83,61238.0,54,4
LONG,Micro_VolOfVol:hi,Slope_EMA_ST:lo,59,56,3,19.1,759.38,44803.2,57,2
LONG,AT_Regime_ST:==1,RangeOsc_State:==-1,58,55,3,19.83,423.43,24558.9,0,58
LONG,AT_Lookback_ST:hi,AT_Slope_LT:lo,56,55,1,21.46,781.13,43743.2,0,56
LONG,AT_Slope_LT:lo,VWAP_Side:==-1,57,55,2,20.23,860.18,49030.3,0,57
LONG,OBV_Macd:lo,Volume_Ratio_10:hi,56,54,2,15.98,1206.01,67536.8,44,12
LONG,OR_Low_Side:==-1,Volume:hi,56,54,2,17.71,652.99,36567.4,0,56
LONG,Micro_RollProxy:hi,Slope_EMA_ST:lo,58,54,4,21.64,1046.9,60720.3,0,58
LONG,AT_Regime_ST:==1,Micro_RangeVelocity:hi,55,54,1,18.07,705.59,38807.4,0,55
LONG,Bar_Range:hi,OBV_Macd:lo,56,54,2,14.61,914.7,51223.4,33,23
LONG,AT_Lookback_ST:hi,Slope_EMA_ST:lo,56,54,2,21.8,750.85,42047.6,27,29
LONG,OBV_Macd:lo,PrevDay_Low_Side:==-1,57,54,3,12.81,921.8,52542.8,0,57
LONG,OR_Low_Side:==-1,PrevDay_Low_Side:==-1,55,54,1,14.42,669.03,36796.9,0,55
LONG,OBV_Macd:lo,Slope_Accel_LT:hi,57,54,3,8.77,144.51,8236.9,35,22
LONG,AT_Slope_ST:lo,Micro_VolOfVol:hi,56,54,2,19.39,759.09,42509.2,54,2
LONG,AT_Regime_ST:==1,OR_High_Side:==-1,54,53,1,14.43,731.26,39488.1,0,54
LONG,AT_Regime_LT:==1,AT_Regime_ST:==1,58,53,5,15.29,541.5,31407.1,0,58
LONG,Bar_Range:hi,Slope_EMA_ST:lo,56,53,3,17.21,1096.61,61409.9,45,11
LONG,AT_Lookback_ST:hi,Momentum_Value:hi,55,53,2,21.56,788.57,43371.6,0,55
LONG,AT_Slope_LT:lo,Body_Size:hi,55,53,2,21.62,1153.59,63447.2,0,55
LONG,OR_Low_Side:==-1,OR_Position:lo,56,53,3,17.61,582.89,32641.7,0,56
LONG,Micro_VolOfVol:hi,OR_Low_Side:==-1,54,52,2,17.81,646.29,34899.5,52,2
LONG,Volume:hi,Volume_Avg_10:hi,52,52,0,13.04,336.48,17497.1,0,52
LONG,AT_Slope_LT:lo,OR_Low_Side:==-1,53,52,1,20.85,1061.33,56250.4,0,53
LONG,PrevDay_Low_Side:==-1,Slope_Accel_LT:hi,53,52,1,9.4,279.26,14801.0,34,19
LONG,D2D_Signal:==1,Volume:hi,52,52,0,11.62,1168.39,60756.2,39,13
LONG,Momentum_Value:hi,Volume:hi,54,52,2,19.31,904.99,48869.5,0,54
LONG,AT_Regime_ST:==1,D2D_ATR_MA:hi,54,52,2,16.91,683.51,36909.7,0,54
LONG,Lower_Wick:hi,Volume:hi,55,51,4,13.8,373.71,20554.2,0,55
LONG,Micro_HLAsymmetry:hi,Volume:hi,54,51,3,15.59,694.4,37497.8,35,19
LONG,Micro_Hurst:hi,Slope_EMA_ST:lo,55,51,4,15.6,973.3,53531.6,50,5
LONG,AT_Lookback_ST:hi,Bars_Since_Flip:hi,52,51,1,22.13,796.53,41419.8,0,52
LONG,AT_Lookback_ST:hi,Micro_RollProxy:hi,53,51,2,20.23,748.26,39657.9,52,1
LONG,OR_Low_Side:==1,PrevDay_Low_Side:==-1,58,51,7,5.97,484.63,28108.6,56,2
LONG,AT_Regime_ST:==1,Micro_Amihud:hi,51,50,1,16.86,889.95,45387.3,42,9
LONG,PrevDay_High_Side:==-1,Slope_EMA_ST:lo,53,50,3,16.81,1017.87,53947.1,50,3
LONG,Micro_TickIntensity:hi,OBV_Macd:lo,53,50,3,8.47,162.29,8601.5,51,2
LONG,AT_Lookback_ST:hi,AT_Regime_ST:==1,51,50,1,23.0,829.08,42283.2,0,51
LONG,AT_Regime_ST:==1,Body_Size:hi,53,50,3,22.92,1178.71,62471.7,0,53
LONG,AT_Regime_ST:==1,KAMA_Dist:hi,52,50,2,14.04,1188.92,61823.6,52,0
LONG,KAMA_Dist:hi,PrevDay_Low_Side:==-1,52,50,2,14.04,1188.92,61823.6,52,0
LONG,Micro_HLAsymmetry:hi,Momentum_Value:hi,51,50,1,22.39,1269.67,64753.0,0,51
LONG,AT_Slope_ST:lo,Micro_LogReturn:hi,52,50,2,17.25,1133.03,58917.5,44,8
LONG,Session_High_Dist_ATR:lo,Volume:hi,50,50,0,8.9,1120.9,56044.8,39,11
LONG,AT_Regime_ST:==1,Slope_Accel_LT:hi,52,50,2,12.1,256.99,13363.4,46,6
LONG,AT_Slope_ST:lo,OBVf_Signal:==1,52,50,2,16.02,275.21,14311.1,52,0
LONG,D2D_ATR:hi,Volume_Avg_10:hi,50,50,0,15.3,772.53,38626.7,0,50
LONG,Micro_HLAsymmetry:hi,Micro_Hurst:hi,49,49,0,16.53,1194.5,58530.4,42,7
LONG,Body_Size:hi,Slope_EMA_ST:lo,52,49,3,23.52,1190.12,61886.0,0,52
LONG,D2D_ATR:hi,Momentum_Value:hi,52,49,3,23.13,910.46,47344.0,0,52
LONG,Momentum_Value:hi,Upper_Wick:hi,49,49,0,19.55,1406.2,68903.9,0,49
LONG,AT_Slope_ST:lo,D2D_Signal:==0,54,49,5,19.7,487.14,26305.5,54,0
LONG,D2D_Signal:==0,Momentum_Value:hi,54,49,5,19.7,487.14,26305.5,54,0
LONG,Micro_HLAsymmetry:hi,Micro_LogReturn:hi,51,49,2,16.61,1111.12,56667.2,0,51
LONG,AT_Score_LT:lo,Slope_Accel_LT:hi,51,49,2,9.61,191.65,9774.3,51,0
LONG,MultiDay_Position:lo,Volume_Avg_10:hi,49,48,1,16.22,810.46,39712.3,49,0
LONG,Micro_Hurst:hi,PrevDay_High_Side:==-1,51,48,3,16.57,1049.96,53548.0,50,1
LONG,AT_Regime_LT:==1,AT_Slope_ST:lo,53,48,5,16.45,567.87,30096.9,47,6
LONG,AT_Slope_LT:lo,D2D_ATR:hi,50,48,2,23.22,944.18,47209.2,0,50
LONG,AT_Slope_LT:lo,Micro_RangeAccel:lo,51,48,3,14.41,585.77,29874.3,34,17
LONG,Micro_TickIntensity:hi,Slope_Accel_LT:hi,51,48,3,7.02,207.45,10580.1,50,1
LONG,Micro_AutoCorr:hi,Slope_EMA_ST:lo,50,48,2,17.22,1186.67,59333.6,45,5
LONG,D2D_ATR_MA:hi,Micro_VolOfVol:hi,50,48,2,18.38,766.25,38312.6,45,5
LONG,AT_Regime_ST:==1,Micro_Rejection:lo,53,48,5,12.26,530.63,28123.5,35,18
LONG,AT_Regime_ST:==1,MultiDay_Position:lo,50,47,3,18.44,779.46,38972.8,0,50
LONG,KAMA_Dist:lo,Volume:hi,52,47,5,8.54,245.19,12749.8,44,8
LONG,Micro_WickImbalance:hi,Volume:hi,50,47,3,9.06,305.49,15274.5,44,6
LONG,OBV_Macd:lo,Volume:hi,48,47,1,18.94,1222.46,58678.3,0,48
LONG,AT_Regime_LT:==1,OR_Low_Side:==-1,49,47,2,14.78,546.44,26775.6,0,49
LONG,OR_Low_Side:==-1,Volume_Avg_10:hi,48,47,1,16.35,727.24,34907.3,0,48
LONG,AT_Slope_ST:lo,Bar_Range:hi,50,47,3,17.88,1175.81,58790.4,0,50
LONG,Micro_HLAsymmetry:hi,Micro_RollProxy:hi,49,47,2,20.82,1232.73,60403.6,0,49
LONG,AT_Regime_ST:==1,Bar_Range:hi,49,47,2,18.67,1181.47,57891.8,0,49
LONG,AT_Regime_ST:==1,Micro_RangeAccel:lo,50,47,3,16.16,622.81,31140.6,0,50
LONG,AT_Slope_LT:lo,RangeOsc_State:==-1,50,47,3,20.94,449.96,22497.9,0,50
LONG,D2D_ATR:hi,OR_Low_Side:==-1,48,47,1,21.81,843.62,40493.9,0,48
LONG,Slope_EMA_ST:lo,Upper_Wick:hi,48,47,1,21.58,1290.25,61932.2,0,48
LONG,Momentum_Value:hi,VWAP_Side:==-1,50,47,3,21.68,962.24,48111.9,0,50
LONG,AT_Slope_ST:lo,Micro_WickImbalance:lo,48,47,1,17.98,1276.58,61275.8,43,5
LONG,Micro_WickImbalance:lo,OBV_Macd:lo,48,47,1,15.44,1305.08,62643.7,29,19
LONG,AT_Regime_ST:==1,Volume_Ratio_10:hi,48,46,2,17.85,1242.02,59616.9,44,4
LONG,OR_High_Side:==-1,OR_Low_Side:==-1,46,46,0,14.15,711.28,32719.1,0,46
LONG,OR_Position:lo,Slope_EMA_ST:lo,51,46,5,19.67,588.37,30006.7,32,19
LONG,Micro_FailedBreak:hi,OBV_Macd:lo,47,46,1,18.45,1138.97,53531.4,0,47
LONG,ADX_Rising:==1,PrevDay_High_Dist_ATR:lo,48,46,2,6.44,525.78,25237.3,48,0
LONG,ADX_Rising:==1,PrevDay_Low_Side:==-1,48,46,2,6.44,525.78,25237.3,48,0
LONG,Micro_AutoCorr:hi,Micro_LogReturn:hi,48,46,2,17.23,1199.81,57591.1,44,4
LONG,AT_Score_LT:lo,VWAP_Sigma:hi,47,46,1,10.49,280.98,13206.2,44,3
LONG,Slope_Accel_LT:hi,VWAP_Sigma:hi,47,46,1,10.53,215.96,10150.2,44,3
LONG,AT_Slope_ST:lo,D2D_ATR_MA:hi,48,46,2,18.77,802.11,38501.4,45,3
LONG,Micro_AutoCorr:hi,TChan_A15:hi,46,46,0,11.28,966.81,44473.4,46,0
LONG,AT_Regime_ST:==1,Lower_Wick:hi,49,45,4,17.24,510.91,25034.7,0,49
LONG,Micro_LogReturn:hi,Volume:hi,46,45,1,14.2,753.89,34679.1,0,46
LONG,Micro_VolOfVol:hi,OBV_Macd:lo,47,45,2,18.6,925.03,43476.3,0,47
LONG,Micro_FailedBreak:hi,Micro_RangeVelocity:hi,45,45,0,18.36,807.3,36328.7,0,45
LONG,AT_Regime_ST:==1,OR_Position:lo,49,45,4,20.24,610.02,29891.0,0,49
LONG,Body_Size:hi,OBV_Macd:lo,47,45,2,21.15,1175.09,55229.1,0,47
LONG,D2D_ATR:hi,OBV_Macd:lo,47,45,2,21.57,803.23,37751.7,0,47
LONG,Body_Size:hi,Micro_FailedBreak:hi,47,45,2,20.06,1106.01,51982.4,0,47
LONG,Bar_Range:hi,Micro_AutoCorr:hi,46,45,1,17.8,1295.33,59585.4,45,1
LONG,Micro_VolOfVol:hi,Momentum_Value:hi,47,45,2,20.79,938.07,44089.5,0,47
LONG,AT_Regime_ST:==1,Micro_WickImbalance:lo,46,45,1,18.63,1282.51,58995.3,0,46
LONG,AT_Regime_ST:==1,PrevDay_High_Side:==-1,47,44,3,18.6,1114.43,52378.1,0,47
LONG,Bars_Since_Flip:hi,Volume:hi,44,44,0,20.27,618.11,27196.8,0,44
LONG,Micro_HLAsymmetry:hi,Micro_Rejection:lo,46,44,2,12.76,332.71,15304.6,39,7
LONG,Micro_RollProxy:hi,RangeOsc_State:==-1,47,44,3,19.91,450.22,21160.2,47,0
LONG,AT_Slope_ST:lo,Upper_Wick:hi,45,44,1,22.53,1295.5,58297.6,35,10
LONG,AT_Slope_LT:lo,Micro_HLAsymmetry:hi,45,44,1,23.76,1360.56,61225.1,0,45
LONG,Micro_Rejection:lo,PrevDay_Low_Side:==-1,48,44,4,10.75,535.3,25694.2,35,13
LONG,AT_Regime_ST:==1,VWAP_Sigma:hi,45,44,1,17.44,848.44,38179.8,0,45
LONG,Micro_Rejection:lo,Upper_Wick:hi,47,44,3,11.53,589.56,27709.5,0,47
LONG,KAMA_Dist:lo,Micro_WickImbalance:hi,47,43,4,8.64,253.01,11891.6,47,0
LONG,Micro_Rejection:lo,Slope_EMA_ST:lo,46,43,3,12.87,281.57,12952.3,46,0
LONG,AT_Slope_ST:lo,Lower_Wick:hi,47,43,4,17.06,522.1,24538.5,36,11
LONG,AT_Lookback_ST:hi,D2D_ATR:hi,44,43,1,23.82,918.01,40392.4,0,44
LONG,AT_Slope_ST:lo,Micro_RangeAccel:lo,47,43,4,17.11,611.87,28758.1,47,0
LONG,AT_Slope_ST:lo,OR_Position:lo,48,43,5,20.33,615.19,29529.2,33,15
LONG,Micro_RangeVelocity:hi,Momentum_Value:hi,44,43,1,19.75,858.3,37765.4,43,1
LONG,PrevDay_Low_Side:==-1,Sqz_State:==1,48,43,5,10.33,814.61,39101.3,36,12
LONG,Micro_WickImbalance:lo,Volume:hi,43,43,0,16.7,892.31,38369.5,0,43
LONG,AT_Regime_ST:==1,Micro_AutoCorr:hi,44,43,1,19.02,1326.21,58353.2,0,44
LONG,Bars_Since_Flip:hi,Micro_VolOfVol:hi,43,42,1,19.72,562.58,24190.8,0,43
LONG,Bars_Since_Flip:hi,RangeOsc_State:==-1,43,42,1,21.95,488.59,21009.3,0,43
LONG,AT_Regime_ST:==1,Session_Low_Dist_ATR:lo,44,42,2,15.61,1300.83,57236.7,0,44
LONG,OR_Low_Side:==-1,Round_500_Dist_ATR:lo,43,42,1,10.3,266.84,11474.0,33,10
LONG,AT_Regime_LT:==1,Micro_RangeVelocity:lo,48,42,6,14.33,780.55,37466.2,22,26
LONG,Bars_Since_Flip:hi,Micro_FailedBreak:hi,43,42,1,20.05,851.43,36611.7,0,43
LONG,OBV_Macd:lo,Sqz_State:==1,43,42,1,14.14,1010.48,43450.6,30,13
LONG,Micro_WickImbalance:lo,Slope_EMA_ST:lo,43,42,1,19.12,1405.8,60449.6,25,18
LONG,Micro_AutoCorr:hi,Volume_Ratio_10:hi,42,42,0,15.29,1104.15,46374.1,33,9
LONG,TChan_A15:hi,Volume_Ratio_10:hi,42,42,0,11.38,1024.44,43026.3,42,0
LONG,AT_Regime_ST:==1,Micro_LogReturn:hi,42,41,1,20.02,1408.16,59142.6,0,42
LONG,Bars_Since_Flip:hi,PrevDay_Low_Dist_ATR:lo,41,41,0,16.17,402.94,16520.5,41,0
LONG,Harmonic_OBVf_Concordance:==0,KAMA_Dist:lo,45,41,4,8.8,261.63,11773.4,45,0
LONG,Harmonic_OBVf_Concordance:==0,Micro_WickImbalance:hi,45,41,4,8.8,261.63,11773.4,45,0
LONG,Micro_Amihud:hi,OR_Low_Side:==-1,42,41,1,17.29,905.35,38024.6,42,0
LONG,MultiDay_Position:lo,OR_Low_Side:==-1,42,41,1,20.0,901.23,37851.7,0,42
LONG,OR_Low_Side:==-1,PrevDay_Low_Dist_ATR:lo,41,41,0,16.17,402.94,16520.5,41,0
LONG,OR_Low_Side:==-1,Upper_Wick:hi,41,41,0,18.63,1295.99,53135.5,0,41
LONG,Micro_Rejection:lo,Session_Low_Dist_ATR:lo,46,41,5,9.54,638.89,29388.9,38,8
LONG,AT_Slope_ST:lo,Micro_Rejection:lo,44,41,3,13.09,270.34,11895.0,0,44
LONG,AT_Slope_ST:lo,PrevDay_High_Side:==-1,43,41,2,18.51,1197.1,51475.3,0,43
LONG,Micro_RangeAccel:lo,Micro_RangeVelocity:lo,45,41,4,14.8,837.71,37696.9,0,45
LONG,AT_Lookback_ST:hi,Body_Size:hi,43,41,2,22.53,891.93,38353.1,0,43
LONG,Bars_Since_Flip:hi,Body_Size:hi,44,41,3,23.43,966.25,42514.9,0,44
LONG,Body_Size:hi,Micro_RollProxy:hi,43,41,2,22.88,1356.18,58315.8,0,43
LONG,Micro_FailedBreak:hi,OR_Low_Side:==-1,41,41,0,18.85,1098.44,45036.0,0,41
LONG,Micro_HLAsymmetry:hi,Micro_RangeVelocity:hi,41,41,0,16.54,830.49,34050.2,0,41
LONG,PrevDay_Low_Side:==-1,VWAP_Side:==-1,43,41,2,13.98,1258.11,54098.8,0,43
LONG,Micro_OrderFlowDelta:hi,PrevDay_Low_Side:==-1,44,41,3,11.59,1156.2,50872.6,29,15
LONG,Body_Size:hi,VWAP_Sigma:hi,42,41,1,14.69,795.64,33416.7,0,42
LONG,VWAP_Dist_ATR:lo,Volume:hi,41,40,1,9.34,821.56,33683.8,0,41
LONG,Session_Low_Dist_ATR:lo,Volume_Avg_10:hi,41,40,1,11.56,358.99,14718.6,28,13
LONG,AT_Slope_ST:lo,Round_1000_Dist_ATR:lo,43,40,3,15.65,1232.14,52981.9,35,8
LONG,Slope_EMA_ST:lo,Volume_Avg_10:hi,40,40,0,18.73,902.57,36102.8,0,40
LONG,AT_Regime_LT:==1,Slope_EMA_ST:lo,45,40,5,17.96,636.62,28647.8,0,45
LONG,Bars_Since_Flip:hi,Micro_RollProxy:hi,42,40,2,23.6,999.88,41995.1,0,42
LONG,AT_Regime_ST:==1,D2D_Signal:==0,45,40,5,21.96,551.96,24838.2,0,45
LONG,Micro_FailedBreak:hi,Micro_HLAsymmetry:hi,40,40,0,20.82,1327.64,53105.7,0,40
LONG,Micro_FailedBreak:hi,Micro_RollProxy:hi,41,40,1,20.05,1203.18,49330.5,0,41
LONG,Micro_HLAsymmetry:hi,Upper_Wick:hi,40,40,0,20.7,1467.28,58691.4,0,40
LONG,Micro_WickImbalance:lo,Momentum_Value:hi,40,40,0,20.4,1526.79,61071.6,0,40
LONG,AT_Regime_LT:==1,Round_1000_Dist_ATR:lo,42,40,2,8.81,732.84,30779.2,34,8
LONG,AT_Slope_ST:lo,VWAP_Sigma:hi,40,40,0,18.65,877.84,35113.5,29,11
LONG,OBV_Macd:lo,VWAP_Sigma:hi,41,40,1,13.85,622.11,25506.6,0,41
LONG,D2D_ATR_MA:hi,OR_Low_Side:==-1,43,40,3,16.98,632.82,27211.1,0,43
LONG,PrevDay_High_Dist_ATR:lo,WeeklyOpen_Side:==-1,43,40,3,7.72,1003.33,43143.1,43,0
LONG,Harmonic_OBVf_Concordance:==0,Volume:hi,42,39,3,8.86,282.9,11881.9,0,42
LONG,Micro_VolOfVol:hi,Upper_Wick:hi,39,39,0,18.85,1061.96,41416.3,0,39
LONG,PrevDay_High_Side:==-1,Volume:hi,41,39,2,13.63,832.45,34130.5,0,41
LONG,AT_Slope_ST:lo,Volume_Avg_10:hi,39,39,0,18.85,931.75,36338.2,0,39
LONG,Bar_Range:hi,Micro_RollProxy:hi,41,39,2,19.37,1340.49,54959.9,0,41
LONG,AT_Lookback_ST:hi,OBV_Macd:lo,40,39,1,22.45,797.04,31881.5,0,40
LONG,AT_Lookback_ST:hi,RangeOsc_State:==-1,40,39,1,21.32,378.14,15125.4,0,40
LONG,AT_Regime_ST:==1,D2D_Signal:==1,40,39,1,14.43,1676.59,67063.6,0,40
LONG,AT_Slope_ST:lo,PrevDay_Low_Side:==-1,41,39,2,18.34,981.86,40256.4,0,41
LONG,Body_Size:hi,OR_Low_Side:==-1,40,39,1,22.65,1352.09,54083.6,0,40
LONG,D2D_ATR:hi,Micro_RollProxy:hi,40,39,1,23.0,1071.62,42864.8,0,40
LONG,D2D_Signal:==1,Momentum_Value:hi,39,39,0,14.85,1393.55,54348.5,0,39
LONG,Momentum_Value:hi,RangeOsc_State:==-1,41,39,2,23.15,560.63,22985.9,0,41
LONG,AT_Slope_LT:lo,Micro_RangeVelocity:hi,40,39,1,20.65,852.86,34114.3,0,40
LONG,Bars_Since_Flip:hi,Micro_HLAsymmetry:hi,39,39,0,23.49,1044.57,40738.4,0,39
LONG,Body_Size:hi,VWAP_Side:==-1,41,39,2,22.83,1065.61,43690.0,0,41
LONG,D2D_ATR:hi,Micro_HLAsymmetry:hi,39,39,0,22.38,1072.2,41815.8,0,39
LONG,OR_Low_Side:==-1,VWAP_Side:==-1,39,39,0,20.36,951.67,37115.1,0,39
LONG,PrevDay_Low_Side:==-1,Volume_Avg_10:hi,40,39,1,15.05,841.75,33670.0,0,40
LONG,RangeOsc_State:==-2,Sqz_State:==1,40,39,1,10.8,1073.41,42936.4,40,0
LONG,D2D_Signal:==1,Session_High_Dist_ATR:lo,39,39,0,9.08,1336.31,52116.0,39,0
LONG,D2D_ATR:hi,Micro_Rejection:lo,39,39,0,11.67,284.25,11085.6,30,9
LONG,KAMA_Dist:lo,OR_High_Side:==-1,41,38,3,8.88,266.2,10914.4,40,1
LONG,OBV_Macd:lo,RangeOsc_State:==-1,41,38,3,21.1,490.93,20128.0,0,41
LONG,Micro_Rejection:lo,Volume:hi,40,38,2,11.12,740.45,29617.8,19,21
LONG,Lower_Wick:hi,Slope_EMA_ST:lo,43,38,5,18.09,524.34,22546.6,34,9
LONG,Bar_Range:hi,Micro_TickIntensity:hi,40,38,2,9.12,204.67,8186.8,39,1
LONG,D2D_ATR:hi,Upper_Wick:hi,38,38,0,22.05,1063.75,40422.4,0,38
LONG,Micro_RollProxy:hi,OR_Low_Side:==-1,40,38,2,21.98,1250.17,50006.7,0,40
LONG,AT_Lookback_ST:hi,Micro_HLAsymmetry:hi,38,38,0,23.13,1005.49,38208.7,0,38
LONG,AT_Slope_LT:lo,D2D_Signal:==0,41,38,3,21.9,574.44,23551.9,0,41
LONG,D2D_Signal:==0,Slope_EMA_ST:lo,42,38,4,22.57,550.63,23126.6,0,42
LONG,Micro_HLAsymmetry:hi,OBV_Macd:lo,39,38,1,23.28,1331.12,51913.8,0,39
LONG,DailyOpen_Side:==1,OR_Low_Side:==-1,39,38,1,10.51,288.99,11270.8,39,0
LONG,Micro_LogReturn:hi,Slope_EMA_ST:lo,40,38,2,19.75,1385.45,55417.8,0,40
LONG,AT_Score_LT:lo,Body_Size:hi,40,38,2,12.15,282.93,11317.4,35,5
LONG,Micro_AutoCorr:hi,Micro_Hurst:hi,38,38,0,15.82,1424.37,54126.1,0,38
LONG,AT_Regime_ST:==1,Sqz_State:==1,39,38,1,17.26,1156.05,45086.0,0,39
LONG,Slope_Accel_LT:lo,Volume:hi,39,38,1,12.38,803.91,31352.3,35,4
LONG,Micro_RangeVelocity:lo,Volume:hi,41,37,4,14.83,671.61,27536.1,0,41
LONG,Micro_FailedBreak:hi,Volume:hi,37,37,0,17.97,942.87,34886.2,0,37
LONG,AT_Regime_LT:==1,Volume:hi,39,37,2,16.74,857.4,33438.5,0,39
LONG,OBV_Macd:lo,Volume_Avg_10:hi,39,37,2,14.56,679.97,26518.9,0,39
LONG,AT_Regime_LT:==1,AT_Slope_LT:lo,39,37,2,17.38,745.59,29078.0,0,39
LONG,AT_Regime_LT:==1,OBV_Macd:lo,38,37,1,15.84,1034.05,39294.0,0,38
LONG,Bars_Since_Flip:hi,VA_Position:hi,40,37,3,10.2,281.3,11252.1,26,14
LONG,Body_Size:hi,D2D_ATR:hi,39,37,2,24.56,1091.45,42566.4,0,39
LONG,D2D_Signal:==1,OBV_Macd:lo,38,37,1,14.03,1713.78,65123.8,0,38
LONG,Micro_RangeAccel:lo,Momentum_Value:hi,39,37,2,17.77,808.5,31531.6,0,39
LONG,Micro_RangeAccel:lo,OBV_Macd:lo,37,37,0,16.11,1075.12,39779.3,0,37
LONG,PrevDay_Low_Side:==-1,Slope_EMA_ST:lo,39,37,2,18.26,975.6,38048.5,0,39
LONG,AT_Slope_LT:lo,Micro_Hurst:hi,40,37,3,19.35,1312.38,52495.2,34,6
LONG,Micro_HLAsymmetry:hi,OR_Low_Side:==-1,38,37,1,22.11,1367.55,51966.9,0,38
LONG,ADX_Rising:==0,Volume:hi,39,37,2,10.08,753.09,29370.5,0,39
LONG,AT_Slope_ST:lo,D2D_DirStep:==1,39,37,2,19.67,1470.05,57331.8,39,0
LONG,Bar_Range:hi,Micro_LogReturn:hi,38,37,1,19.53,1454.44,55268.7,0,38
LONG,D2D_DirStep:==1,Micro_AutoCorr:hi,39,37,2,19.67,1470.05,57331.8,39,0
LONG,AT_Regime_ST:==1,OBVf_Signal:==1,39,37,2,18.38,271.78,10599.4,0,39
LONG,D2D_ATR_MA:hi,Slope_EMA_ST:lo,39,37,2,21.28,922.55,35979.3,0,39
LONG,Micro_VolOfVol:hi,Micro_WickImbalance:lo,37,37,0,17.32,1029.16,38078.9,15,22
LONG,Micro_VolOfVol:hi,OBVf_Signal:==1,39,37,2,18.41,288.5,11251.6,39,0
LONG,KAMA_Dist:lo,Lower_Wick:hi,39,36,3,8.62,190.52,7430.1,35,4
LONG,Bars_Since_Flip:hi,Round_500_Dist_ATR:lo,38,36,2,9.95,254.24,9661.2,26,12
LONG,Micro_OrderFlowDelta:lo,Micro_Rejection:lo,37,36,1,9.05,252.82,9354.5,0,37
LONG,Micro_HLAsymmetry:hi,VWAP_Side:==-1,36,36,0,22.39,1200.48,43217.2,0,36
LONG,Micro_Hurst:hi,VWAP_Side:==-1,39,36,3,17.64,982.21,38306.0,31,8
LONG,AT_Regime_ST:==1,Micro_RangeVelocity:lo,42,36,6,16.38,574.69,24137.0,0,42
LONG,Micro_RangeAccel:lo,Slope_EMA_ST:lo,40,36,4,18.62,671.12,26844.6,0,40
LONG,Micro_TickIntensity:hi,PrevDay_Low_Side:==-1,37,36,1,7.22,275.24,10183.9,34,3
LONG,AT_Lookback_ST:hi,Micro_FailedBreak:hi,37,36,1,20.84,772.18,28570.7,0,37
LONG,Micro_RangeVelocity:hi,OR_Low_Side:==-1,36,36,0,18.5,835.04,30061.3,34,2
LONG,Micro_OrderFlowDelta:hi,Micro_WickImbalance:lo,36,36,0,18.56,1603.54,57727.4,32,4
LONG,AT_Slope_ST:lo,Micro_RangeAccel:hi,36,36,0,13.94,398.67,14352.3,18,18
LONG,AT_Slope_LT:lo,Volume:hi,38,36,2,22.53,986.53,37488.0,0,38
LONG,Micro_WickImbalance:lo,Upper_Wick:hi,36,36,0,18.83,1576.72,56762.0,0,36
LONG,OR_Low_Side:==-1,VWAP_Sigma:hi,37,36,1,17.35,911.02,33707.6,0,37
LONG,Body_Size:hi,Slope_Accel_LT:hi,39,36,3,11.31,203.34,7930.1,35,4
LONG,D2D_ATR_MA:hi,OR_Position:lo,39,36,3,18.46,695.35,27118.6,10,29
LONG,OBVf_Signal:==1,Slope_EMA_ST:lo,38,36,2,19.08,299.45,11379.1,0,38
LONG,OR_Low_Side:==-1,Sqz_State:==1,37,36,1,15.54,693.36,25654.5,0,37
LONG,OR_Position:lo,Volume:hi,39,36,3,21.51,768.73,29980.6,0,39
