direction,lag,condition,win_true,win_rate,lose_true,lose_rate,lift,p,BY_reject
SHORT,4,OR_Low_Dist_ATR:hi,13,0.15476190476190477,105,0.16535433070866143,0.9359410430839002,0.8766654725452914,False
SHORT,4,OR_Low_Dist_ATR:lo,0,0.0,0,0.0,inf,1.0,False
SHORT,4,OR_Low_Side:==-1,27,0.32142857142857145,147,0.231496062992126,1.3884839650145773,0.07826452651688393,False
SHORT,4,OR_Low_Side:==0,27,0.32142857142857145,242,0.38110236220472443,0.843417945690673,0.33740992900329503,False
SHORT,4,OR_Low_Side:==1,30,0.35714285714285715,246,0.38740157480314963,0.9218931475029035,0.634293961987847,False
SHORT,4,OR_Position:hi,13,0.15476190476190477,156,0.24566929133858267,0.6299603174603174,0.07470387265879075,False
SHORT,4,OR_Position:lo,32,0.38095238095238093,169,0.26614173228346455,1.431389123696816,0.037717669388913105,False
SHORT,4,PoC_Side:==-1,4,0.047619047619047616,69,0.10866141732283464,0.4382332643202208,0.08576007459779565,False
SHORT,4,PoC_Side:==0,10,0.11904761904761904,21,0.03307086614173228,3.5997732426303855,0.0015694345085464668,True
SHORT,4,PoC_Side:==1,70,0.8333333333333334,545,0.8582677165354331,0.9709480122324159,0.5122001380234436,False
SHORT,4,PrevDay_Close_Dist_ATR:hi,5,0.05952380952380952,91,0.14330708661417324,0.4153584510727367,0.03892663168363967,False
SHORT,4,PrevDay_Close_Dist_ATR:lo,30,0.35714285714285715,200,0.31496062992125984,1.1339285714285714,0.4561246954446776,False
SHORT,4,PrevDay_Close_Side:==-1,48,0.5714285714285714,336,0.5291338582677165,1.0799319727891157,0.4869434253488476,False
SHORT,4,PrevDay_Close_Side:==0,0,0.0,1,0.0015748031496062992,0.0,1.0,False
SHORT,4,PrevDay_Close_Side:==1,36,0.42857142857142855,298,0.4692913385826772,0.9132310642377756,0.5607871380419083,False
SHORT,4,PrevDay_High_Dist_ATR:hi,4,0.047619047619047616,84,0.13228346456692913,0.3599773242630385,0.021612988012336323,False
SHORT,4,PrevDay_High_Dist_ATR:lo,46,0.5476190476190477,214,0.33700787401574805,1.6249443702714732,0.00025394693455385527,True
SHORT,4,PrevDay_High_Side:==-1,56,0.6666666666666666,474,0.7464566929133858,0.8931082981715893,0.14606028017360734,False
SHORT,4,PrevDay_High_Side:==0,0,0.0,0,0.0,inf,1.0,False
SHORT,4,PrevDay_High_Side:==1,28,0.3333333333333333,161,0.25354330708661416,1.3146997929606625,0.14606028017360734,False
SHORT,4,PrevDay_Low_Dist_ATR:hi,14,0.16666666666666666,82,0.12913385826771653,1.290650406504065,0.3920242226292051,False
SHORT,4,PrevDay_Low_Dist_ATR:lo,37,0.44047619047619047,247,0.3889763779527559,1.132398303450935,0.40607320488764986,False
SHORT,4,PrevDay_Low_Side:==-1,18,0.21428571428571427,157,0.247244094488189,0.8666969972702456,0.5890731175077376,False
SHORT,4,PrevDay_Low_Side:==0,0,0.0,0,0.0,inf,1.0,False
SHORT,4,PrevDay_Low_Side:==1,66,0.7857142857142857,478,0.752755905511811,1.043783622235505,0.5890731175077376,False
SHORT,4,RangeOsc_State:==-1,56,0.6666666666666666,290,0.4566929133858268,1.4597701149425286,0.0003009931322885104,True
SHORT,4,RangeOsc_State:==-2,12,0.14285714285714285,104,0.16377952755905512,0.8722527472527473,0.7524891467337875,False
SHORT,4,RangeOsc_State:==1,7,0.08333333333333333,133,0.2094488188976378,0.3978696741854636,0.004968577455700561,False
SHORT,4,RangeOsc_State:==2,9,0.10714285714285714,108,0.1700787401574803,0.6299603174603174,0.15887356748768644,False
SHORT,4,RangeOsc_Val:hi,2,0.023809523809523808,67,0.10551181102362205,0.22565742714996445,0.016111283005087965,False
SHORT,4,RangeOsc_Val:lo,46,0.5476190476190477,191,0.30078740157480316,1.8206182996758915,1.2201655261042665e-05,True
SHORT,4,Round_1000_Dist_ATR:hi,3,0.03571428571428571,46,0.07244094488188976,0.49301242236024845,0.2557199452521586,False
SHORT,4,Round_1000_Dist_ATR:lo,46,0.5476190476190477,236,0.3716535433070866,1.4734665052461664,0.002775011214491425,False
SHORT,4,Round_100_Dist_ATR:hi,0,0.0,31,0.048818897637795275,0.0,0.03992866764089069,False
SHORT,4,Round_100_Dist_ATR:lo,41,0.4880952380952381,217,0.3417322834645669,1.4282971253017336,0.01080710154883633,False
SHORT,4,Round_500_Dist_ATR:hi,1,0.011904761904761904,45,0.07086614173228346,0.167989417989418,0.032541673179123626,False
SHORT,4,Round_500_Dist_ATR:lo,49,0.5833333333333334,231,0.3637795275590551,1.6035353535353536,0.00019016136839798746,True
SHORT,4,ST_Flip_Event:==-1,3,0.03571428571428571,9,0.014173228346456693,2.5198412698412698,0.15579984466825875,False
SHORT,4,ST_Flip_Event:==0,81,0.9642857142857143,623,0.9811023622047244,0.9828594359091952,0.4030819580580505,False
SHORT,4,ST_Flip_Event:==1,0,0.0,3,0.004724409448818898,0.0,1.0,False
SHORT,4,Session_High_Dist_ATR:hi,1,0.011904761904761904,71,0.11181102362204724,0.10647216633132126,0.0015809745615174085,True
SHORT,4,Session_High_Dist_ATR:lo,25,0.2976190476190476,133,0.2094488188976378,1.4209631220909416,0.06974476451599532,False
SHORT,4,Session_High_Side:==-1,84,1.0,635,1.0,1.0,1.0,False
SHORT,4,Session_High_Side:==0,0,0.0,0,0.0,inf,1.0,False
SHORT,4,Session_Low_Dist_ATR:hi,8,0.09523809523809523,71,0.11181102362204724,0.85177733065057,0.852418033939949,False
SHORT,4,Session_Low_Dist_ATR:lo,40,0.47619047619047616,236,0.3716535433070866,1.281275221953188,0.07331493142936066,False
SHORT,4,Session_Low_Side:==0,0,0.0,3,0.004724409448818898,0.0,1.0,False
SHORT,4,Session_Low_Side:==1,84,1.0,632,0.9952755905511811,1.004746835443038,1.0,False
SHORT,4,Slope_Accel_LT:hi,0,0.0,29,0.04566929133858268,0.0,0.038805189064568424,False
SHORT,4,Slope_Accel_LT:lo,33,0.39285714285714285,121,0.19055118110236222,2.0616883116883113,6.168117370131068e-05,True
SHORT,4,Slope_Accel_ST:hi,2,0.023809523809523808,47,0.07401574803149606,0.32168186423505574,0.10553392495993444,False
SHORT,4,Slope_Accel_ST:lo,57,0.6785714285714286,365,0.5748031496062992,1.1805283757338554,0.07718967753982445,False
SHORT,4,Slope_EMA_LT:hi,31,0.36904761904761907,207,0.32598425196850395,1.1321025994939038,0.4597494569970014,False
SHORT,4,Slope_EMA_LT:lo,13,0.15476190476190477,132,0.2078740157480315,0.744498556998557,0.3112753538138821,False
SHORT,4,Slope_EMA_ST:hi,1,0.011904761904761904,38,0.05984251968503937,0.19893483709273183,0.07327446314385784,False
SHORT,4,Slope_EMA_ST:lo,67,0.7976190476190477,374,0.5889763779527559,1.3542462439521263,0.000189487316196115,True
SHORT,4,Sqz_State:==-1,71,0.8452380952380952,524,0.8251968503937008,1.024286623046165,0.7591125714577094,False
SHORT,4,Sqz_State:==1,13,0.15476190476190477,111,0.17480314960629922,0.8853496353496353,0.7591125714577094,False
SHORT,4,Sqz_Val:hi,0,0.0,21,0.03307086614173228,0.0,0.15757620227366148,False
SHORT,4,Sqz_Val:lo,77,0.9166666666666666,476,0.7496062992125985,1.2228641456582632,0.0002971707546448452,True
SHORT,4,TChan_A15:hi,17,0.20238095238095238,158,0.24881889763779527,0.8133664858348403,0.4174174383475956,False
SHORT,4,TChan_A15:lo,7,0.08333333333333333,92,0.14488188976377953,0.5751811594202898,0.1756518384779005,False
SHORT,4,Trend_Concordance:==0,9,0.10714285714285714,106,0.16692913385826771,0.6418463611859838,0.20435239071732986,False
SHORT,4,Trend_Concordance:==1,75,0.8928571428571429,529,0.8330708661417323,1.0717661355657575,0.20435239071732986,False
SHORT,4,Trend_Conflict:==0,75,0.8928571428571429,529,0.8330708661417323,1.0717661355657575,0.20435239071732986,False
SHORT,4,Trend_Conflict:==1,9,0.10714285714285714,106,0.16692913385826771,0.6418463611859838,0.20435239071732986,False
SHORT,4,Upper_Wick:hi,36,0.42857142857142855,247,0.3889763779527559,1.101792943898207,0.47903115563617704,False
SHORT,4,Upper_Wick:lo,9,0.10714285714285714,77,0.12125984251968504,0.8835807050092764,0.8582575300073031,False
SHORT,4,VAH_Dist_ATR:hi,11,0.13095238095238096,85,0.13385826771653545,0.9782913165266106,1.0,False
SHORT,4,VAH_Dist_ATR:lo,40,0.47619047619047616,214,0.33700787401574805,1.4129951045838895,0.014922824342528895,False
SHORT,4,VAH_Side:==-1,11,0.13095238095238096,102,0.16062992125984252,0.8152427637721756,0.6318324465804981,False
SHORT,4,VAH_Side:==0,7,0.08333333333333333,11,0.01732283464566929,4.8106060606060606,0.0025310957789180977,False
SHORT,4,VAH_Side:==1,66,0.7857142857142857,522,0.8220472440944881,0.9558018609742748,0.4516535598813975,False
SHORT,4,VAL_Dist_ATR:hi,11,0.13095238095238096,77,0.12125984251968504,1.0799319727891157,0.8591224429649298,False
SHORT,4,VAL_Dist_ATR:lo,44,0.5238095238095238,227,0.35748031496062993,1.4652821481015315,0.0039236222938047825,False
SHORT,4,VAL_Side:==-1,0,0.0,20,0.031496062992125984,0.0,0.1530368053074551,False
SHORT,4,VAL_Side:==0,5,0.05952380952380952,16,0.025196850393700787,2.3623511904761902,0.0868119383336602,False
SHORT,4,VAL_Side:==1,79,0.9404761904761905,599,0.9433070866141732,0.9969989665315209,0.8057911712444412,False
SHORT,4,VA_Position:hi,16,0.19047619047619047,144,0.22677165354330708,0.8399470899470899,0.4889775028796908,False
SHORT,4,VA_Position:lo,30,0.35714285714285715,168,0.26456692913385826,1.3499149659863947,0.09045000940952411,False
SHORT,4,VWAP_Dist_ATR:hi,8,0.09523809523809523,72,0.11338582677165354,0.8399470899470899,0.7148394229737566,False
SHORT,4,VWAP_Dist_ATR:lo,29,0.34523809523809523,210,0.33070866141732286,1.0439342403628118,0.805917304702235,False
SHORT,4,VWAP_Side:==-1,44,0.5238095238095238,309,0.48661417322834644,1.0764370473108338,0.5622922941491659,False
SHORT,4,VWAP_Side:==0,0,0.0,0,0.0,inf,1.0,False
SHORT,4,VWAP_Side:==1,40,0.47619047619047616,326,0.5133858267716536,0.9275489336839029,0.5622922941491659,False
SHORT,4,VWAP_Sigma:hi,22,0.2619047619047619,169,0.26614173228346455,0.9840800225415611,1.0,False
SHORT,4,VWAP_Sigma:lo,16,0.19047619047619047,113,0.17795275590551182,1.0703750526759375,0.7631621259846284,False
SHORT,4,VWAP_Sigma_ATR:hi,7,0.08333333333333333,76,0.11968503937007874,0.6962719298245613,0.4659929026450652,False
SHORT,4,VWAP_Sigma_ATR:lo,58,0.6904761904761905,262,0.4125984251968504,1.6734823700472554,2.010874188983526e-06,True
SHORT,4,VWAP_Z:hi,2,0.023809523809523808,31,0.048818897637795275,0.4877112135176651,0.41236270463630936,False
SHORT,4,VWAP_Z:lo,19,0.2261904761904762,62,0.09763779527559055,2.3166282642089095,0.0013861821773729203,True
SHORT,4,Volume:hi,61,0.7261904761904762,302,0.4755905511811024,1.526923683380637,1.4256252656875067e-05,True
SHORT,4,Volume:lo,4,0.047619047619047616,52,0.08188976377952756,0.5815018315018314,0.38493325316974913,False
SHORT,4,Volume_Avg_10:hi,54,0.6428571428571429,264,0.415748031496063,1.5462662337662338,0.000100453088692471,True
SHORT,4,Volume_Avg_10:lo,3,0.03571428571428571,49,0.07716535433070866,0.4628279883381924,0.2587328401632547,False
SHORT,4,Volume_Ratio_10:hi,39,0.4642857142857143,181,0.28503937007874014,1.6288476716653513,0.0014802786463547404,True
SHORT,4,Volume_Ratio_10:lo,8,0.09523809523809523,73,0.11496062992125984,0.8284409654272668,0.7146655947802469,False
SHORT,4,WeeklyOpen_Dist_ATR:hi,10,0.11904761904761904,88,0.13858267716535433,0.8590367965367965,0.7361229236597622,False
SHORT,4,WeeklyOpen_Dist_ATR:lo,35,0.4166666666666667,237,0.3732283464566929,1.1163853727144868,0.4732333242107374,False
SHORT,4,WeeklyOpen_Side:==-1,29,0.34523809523809523,196,0.30866141732283464,1.1185009718172982,0.5317008405820408,False
SHORT,4,WeeklyOpen_Side:==0,0,0.0,0,0.0,inf,1.0,False
SHORT,4,WeeklyOpen_Side:==1,55,0.6547619047619048,439,0.6913385826771653,0.9470929601909102,0.5317008405820408,False
SHORT,5,ADX_Rising:==0,29,0.34523809523809523,281,0.44251968503937006,0.7801643789188274,0.10109306506073279,False
SHORT,5,ADX_Rising:==1,55,0.6547619047619048,354,0.5574803149606299,1.1745022867904225,0.10109306506073279,False
SHORT,5,ADX_Value:hi,31,0.36904761904761907,130,0.2047244094488189,1.8026556776556777,0.001242424782313069,True
SHORT,5,ADX_Value:lo,7,0.08333333333333333,81,0.12755905511811025,0.6532921810699588,0.290759112684309,False
SHORT,5,ATR_1M:hi,63,0.75,310,0.4881889763779528,1.536290322580645,4.762302272761494e-06,True
SHORT,5,ATR_1M:lo,0,0.0,31,0.048818897637795275,0.0,0.03992866764089069,False
SHORT,5,AT_Lookback_LT:hi,23,0.27380952380952384,145,0.2283464566929134,1.1990968801313628,0.34062515292189516,False
SHORT,5,AT_Lookback_LT:lo,0,0.0,0,0.0,inf,1.0,False
SHORT,5,AT_Lookback_ST:hi,8,0.09523809523809523,72,0.11338582677165354,0.8399470899470899,0.7148394229737566,False
SHORT,5,AT_Lookback_ST:lo,0,0.0,0,0.0,inf,1.0,False
SHORT,5,AT_Regime_LT:==0,46,0.5476190476190477,360,0.5669291338582677,0.9659391534391536,0.8149839204204362,False
SHORT,5,AT_Regime_LT:==1,38,0.4523809523809524,275,0.4330708661417323,1.0445887445887445,0.8149839204204362,False
SHORT,5,AT_Regime_ST:==0,6,0.07142857142857142,73,0.11496062992125984,0.6213307240704501,0.2695777485451717,False
SHORT,5,AT_Regime_ST:==1,78,0.9285714285714286,562,0.8850393700787401,1.0491865785460093,0.2695777485451717,False
SHORT,5,AT_Score_LT:hi,22,0.2619047619047619,113,0.17795275590551182,1.4717656974294142,0.07406160846257201,False
SHORT,5,AT_Score_LT:lo,4,0.047619047619047616,39,0.06141732283464567,0.7753357753357754,0.8075996212868599,False
SHORT,5,AT_Score_ST:hi,2,0.023809523809523808,18,0.028346456692913385,0.8399470899470899,1.0,False
SHORT,5,AT_Score_ST:lo,11,0.13095238095238096,109,0.17165354330708663,0.7628877238968982,0.43627548489774753,False
SHORT,5,AT_Slope_LT:hi,31,0.36904761904761907,202,0.31811023622047246,1.1601249410655352,0.38537880547530734,False
SHORT,5,AT_Slope_LT:lo,16,0.19047619047619047,137,0.215748031496063,0.8828640945429266,0.6717015933386554,False
SHORT,5,AT_Slope_ST:hi,1,0.011904761904761904,27,0.04251968503937008,0.27998236331569665,0.23626977110081193,False
SHORT,5,AT_Slope_ST:lo,70,0.8333333333333334,428,0.6740157480314961,1.2363707165109035,0.0024327241056901466,False
SHORT,5,Bar_Range:hi,56,0.6666666666666666,283,0.4456692913385827,1.4958775029446407,0.0001720414683193341,True
SHORT,5,Bar_Range:lo,1,0.011904761904761904,37,0.05826771653543307,0.2043114543114543,0.11304640618624892,False
SHORT,5,Bars_Since_Flip:hi,10,0.11904761904761904,76,0.11968503937007874,0.9946741854636592,1.0,False
SHORT,5,Bars_Since_Flip:lo,10,0.11904761904761904,98,0.15433070866141732,0.771379980563654,0.5152219043721291,False
SHORT,5,Body_Size:hi,39,0.4642857142857143,212,0.33385826771653543,1.390667115902965,0.020808035632027364,False
SHORT,5,Body_Size:lo,6,0.07142857142857142,82,0.12913385826771653,0.5531358885017421,0.1565923733675164,False
SHORT,5,D2D_ATR:hi,67,0.7976190476190477,339,0.5338582677165354,1.4940651776934963,3.430977061167656e-06,True
SHORT,5,D2D_ATR:lo,0,0.0,12,0.01889763779527559,0.0,0.3782351490014483,False
SHORT,5,D2D_ATR_MA:hi,64,0.7619047619047619,312,0.49133858267716535,1.5506715506715507,2.3915827167306465e-06,True
SHORT,5,D2D_ATR_MA:lo,0,0.0,15,0.023622047244094488,0.0,0.23865496525622304,False
SHORT,5,D2D_DirStep:==-1,76,0.9047619047619048,487,0.7669291338582677,1.1797203480981715,0.002908697341489138,False
SHORT,5,D2D_DirStep:==1,8,0.09523809523809523,148,0.23307086614173228,0.4086229086229086,0.002908697341489138,False
SHORT,5,D2D_Dn_Count:hi,1,0.011904761904761904,11,0.01732283464566929,0.6872294372294372,1.0,False
SHORT,5,D2D_Dn_Count:lo,0,0.0,0,0.0,inf,1.0,False
SHORT,5,D2D_Dynamic_Sensitivity:hi,0,0.0,0,0.0,inf,1.0,False
SHORT,5,D2D_Dynamic_Sensitivity:lo,9,0.10714285714285714,49,0.07716535433070866,1.3884839650145773,0.39080179369804424,False
SHORT,5,D2D_Persist:hi,0,0.0,9,0.014173228346456693,0.0,0.608477365378256,False
SHORT,5,D2D_Persist:lo,48,0.5714285714285714,258,0.4062992125984252,1.4064230343300108,0.004735038174144159,False
SHORT,5,D2D_Signal:==-1,0,0.0,0,0.0,inf,1.0,False
SHORT,5,D2D_Signal:==0,84,1.0,630,0.9921259842519685,1.007936507936508,1.0,False
SHORT,5,D2D_Signal:==1,0,0.0,5,0.007874015748031496,0.0,1.0,False
SHORT,5,D2D_Up_Count:hi,0,0.0,5,0.007874015748031496,0.0,1.0,False
SHORT,5,D2D_Up_Count:lo,0,0.0,0,0.0,inf,1.0,False
SHORT,5,DailyOpen_Dist_ATR:hi,7,0.08333333333333333,96,0.15118110236220472,0.5512152777777778,0.09994542563141526,False
SHORT,5,DailyOpen_Dist_ATR:lo,34,0.40476190476190477,192,0.30236220472440944,1.3386656746031746,0.06145593331178471,False
SHORT,5,DailyOpen_Side:==-1,45,0.5357142857142857,311,0.48976377952755906,1.0938217730822233,0.4862982405592005,False
SHORT,5,DailyOpen_Side:==0,0,0.0,1,0.0015748031496062992,0.0,1.0,False
SHORT,5,DailyOpen_Side:==1,39,0.4642857142857143,323,0.5086614173228347,0.9127598407784167,0.4867128920662678,False
SHORT,5,Dist_To_PoC_ATR:hi,13,0.15476190476190477,93,0.14645669291338584,1.0567076292882744,0.8698492477895237,False
SHORT,5,Dist_To_PoC_ATR:lo,38,0.4523809523809524,198,0.31181102362204727,1.4508177008177008,0.013073608993798003,False
SHORT,5,EMA_Oscillator:hi,0,0.0,26,0.04094488188976378,0.0,0.0610251002623271,False
SHORT,5,EMA_Oscillator:lo,73,0.8690476190476191,395,0.6220472440944882,1.3970765521398434,2.6613190940149733e-06,True
SHORT,5,Efficiency_Ratio:hi,28,0.3333333333333333,201,0.3165354330708661,1.0530679933665008,0.8033650158585529,False
SHORT,5,Efficiency_Ratio:lo,9,0.10714285714285714,95,0.14960629921259844,0.7161654135338344,0.4081698104670168,False
SHORT,5,Harmonic_D2D_Concordance:==0,32,0.38095238095238093,374,0.5889763779527559,0.6468041762159409,0.00039929502022372746,True
SHORT,5,Harmonic_D2D_Concordance:==1,52,0.6190476190476191,261,0.4110236220472441,1.5061120233534029,0.00039929502022372746,True
SHORT,5,Harmonic_LLEMA:hi,0,0.0,37,0.05826771653543307,0.0,0.01563890454858029,False
SHORT,5,Harmonic_LLEMA:lo,49,0.5833333333333334,222,0.34960629921259845,1.6685435435435436,6.20599614359535e-05,True
SHORT,5,Harmonic_OBVf_Concordance:==0,36,0.42857142857142855,388,0.6110236220472441,0.7013991163475699,0.0020071632308942128,False
SHORT,5,Harmonic_OBVf_Concordance:==1,48,0.5714285714285714,247,0.3889763779527559,1.4690572585309427,0.0020071632308942128,False
SHORT,5,KAMA_Dist:hi,3,0.03571428571428571,52,0.08188976377952756,0.43612637362637363,0.18756046031139773,False
SHORT,5,KAMA_Dist:lo,62,0.7380952380952381,311,0.48976377952755906,1.5070433318021743,1.48237311489807e-05,True
SHORT,5,KAMA_Dist_ATR:hi,0,0.0,21,0.03307086614173228,0.0,0.15757620227366148,False
SHORT,5,KAMA_Dist_ATR:lo,39,0.4642857142857143,213,0.3354330708661417,1.3841381623071765,0.027946477527309145,False
SHORT,5,KAMA_Slope:hi,1,0.011904761904761904,43,0.06771653543307087,0.17580287929125138,0.049422724775134166,False
SHORT,5,KAMA_Slope:lo,54,0.6428571428571429,238,0.37480314960629924,1.715186074429772,4.923495862747432e-06,True
SHORT,5,Lower_Wick:hi,43,0.5119047619047619,223,0.35118110236220473,1.457666026051676,0.005476764715509792,False
SHORT,5,Lower_Wick:lo,8,0.09523809523809523,82,0.12913385826771653,0.7375145180023228,0.48302017081861204,False
SHORT,5,Micro_Amihud:hi,24,0.2857142857142857,128,0.2015748031496063,1.4174107142857142,0.08755090685272213,False
SHORT,5,Micro_Amihud:lo,18,0.21428571428571427,134,0.2110236220472441,1.01545842217484,1.0,False
SHORT,5,Micro_AutoCorr:hi,20,0.23809523809523808,143,0.2251968503937008,1.0572760572760571,0.7824385864884282,False
SHORT,5,Micro_AutoCorr:lo,11,0.13095238095238096,104,0.16377952755905512,0.7995650183150184,0.5275140750740831,False
SHORT,5,Micro_BarEntropy:hi,19,0.2261904761904762,138,0.2173228346456693,1.0408040027605245,0.8882986189243192,False
SHORT,5,Micro_BarEntropy:lo,13,0.15476190476190477,113,0.17795275590551182,0.8696797302991993,0.759868647854836,False
SHORT,5,Micro_BarOverlap:hi,23,0.27380952380952384,131,0.2062992125984252,1.3272446383133407,0.15884498528579916,False
SHORT,5,Micro_BarOverlap:lo,17,0.20238095238095238,108,0.1700787401574803,1.1899250440917108,0.4464112914581069,False
SHORT,5,Micro_CSSpread:hi,30,0.35714285714285715,195,0.30708661417322836,1.163003663003663,0.3811849767088348,False
SHORT,5,Micro_CSSpread:lo,12,0.14285714285714285,64,0.10078740157480315,1.4174107142857142,0.25591656302115423,False
SHORT,5,Micro_Entropy:hi,10,0.11904761904761904,77,0.12125984251968504,0.981756338899196,1.0,False
SHORT,5,Micro_Entropy:lo,11,0.13095238095238096,101,0.15905511811023623,0.8233144743045733,0.6310092650699262,False
SHORT,5,Micro_FailedBreak:hi,13,0.15476190476190477,116,0.1826771653543307,0.847188013136289,0.6499819371193951,False
SHORT,5,Micro_FailedBreak:lo,15,0.17857142857142858,130,0.2047244094488189,0.8722527472527473,0.665071654814581,False
SHORT,5,Micro_FractalDim:hi,2,0.023809523809523808,43,0.06771653543307087,0.35160575858250276,0.1505631113636735,False
SHORT,5,Micro_FractalDim:lo,38,0.4523809523809524,244,0.384251968503937,1.1773028883684622,0.236358685220807,False
SHORT,5,Micro_GarmanKlass:hi,62,0.7380952380952381,299,0.47086614173228347,1.5675266762223286,4.249030108375724e-06,True
SHORT,5,Micro_GarmanKlass:lo,1,0.011904761904761904,44,0.06929133858267716,0.1718073593073593,0.05062552228683479,False
SHORT,5,Micro_HLAsymmetry:hi,24,0.2857142857142857,190,0.2992125984251969,0.9548872180451127,0.8990805182579452,False
SHORT,5,Micro_HLAsymmetry:lo,26,0.30952380952380953,174,0.2740157480314961,1.129584017515052,0.5177493149615021,False
SHORT,5,Micro_Hurst:hi,21,0.25,136,0.2141732283464567,1.1672794117647058,0.48241600097762305,False
SHORT,5,Micro_Hurst:lo,8,0.09523809523809523,97,0.15275590551181104,0.6234658811978399,0.18953416335323434,False
SHORT,5,Micro_IBSP:hi,16,0.19047619047619047,119,0.18740157480314962,1.0164065626250498,1.0,False
SHORT,5,Micro_IBSP:lo,12,0.14285714285714285,122,0.1921259842519685,0.743559718969555,0.3702785977350544,False
SHORT,5,Micro_Lambda:hi,16,0.19047619047619047,125,0.1968503937007874,0.9676190476190475,1.0,False
SHORT,5,Micro_Lambda:lo,23,0.27380952380952384,128,0.2015748031496063,1.3583519345238098,0.15300143161193047,False
SHORT,5,Micro_LogReturn:hi,23,0.27380952380952384,174,0.2740157480314961,0.9992474001094691,1.0,False
SHORT,5,Micro_LogReturn:lo,29,0.34523809523809523,171,0.2692913385826772,1.282024505708716,0.1547373940613421,False
SHORT,5,Micro_MicroGap:hi,11,0.13095238095238096,77,0.12125984251968504,1.0799319727891157,0.8591224429649298,False
SHORT,5,Micro_MicroGap:lo,14,0.16666666666666666,74,0.11653543307086614,1.4301801801801801,0.21316485188115614,False
SHORT,5,Micro_MomoTransfer:hi,13,0.15476190476190477,114,0.1795275590551181,0.8620509607351713,0.6499353181454064,False
SHORT,5,Micro_MomoTransfer:lo,14,0.16666666666666666,143,0.2251968503937008,0.7400932400932401,0.26167144503449274,False
SHORT,5,Micro_OrderFlowDelta:hi,31,0.36904761904761907,172,0.27086614173228346,1.3624723145071984,0.07066002781941699,False
SHORT,5,Micro_OrderFlowDelta:lo,26,0.30952380952380953,177,0.27874015748031494,1.1104385256927631,0.6060168391753846,False
SHORT,5,Micro_PriceAccel:hi,32,0.38095238095238093,192,0.30236220472440944,1.2599206349206349,0.16756447926086743,False
SHORT,5,Micro_PriceAccel:lo,24,0.2857142857142857,195,0.30708661417322836,0.9304029304029303,0.8009268204568735,False
SHORT,5,Micro_RangeAccel:hi,26,0.30952380952380953,165,0.25984251968503935,1.1911976911976914,0.35778724710832144,False
SHORT,5,Micro_RangeAccel:lo,29,0.34523809523809523,168,0.26456692913385826,1.3049178004535147,0.1203925836154383,False
SHORT,5,Micro_RangeVelocity:hi,21,0.25,163,0.2566929133858268,0.9739263803680981,1.0,False
SHORT,5,Micro_RangeVelocity:lo,37,0.44047619047619047,176,0.27716535433070866,1.5892180735930737,0.003231533679205362,False
SHORT,5,Micro_Rejection:hi,20,0.23809523809523808,124,0.1952755905511811,1.2192780337941629,0.383915945671906,False
SHORT,5,Micro_Rejection:lo,13,0.15476190476190477,143,0.2251968503937008,0.6872294372294372,0.15995563798213688,False
SHORT,5,Micro_RollProxy:hi,31,0.36904761904761907,179,0.28188976377952757,1.309191274275073,0.1247928032794966,False
SHORT,5,Micro_RollProxy:lo,28,0.3333333333333333,207,0.32598425196850395,1.0225442834138485,0.9018619476711559,False
SHORT,5,Micro_ThrustEff:hi,14,0.16666666666666666,119,0.18740157480314962,0.8893557422969187,0.7651628769829604,False
SHORT,5,Micro_ThrustEff:lo,20,0.23809523809523808,114,0.1795275590551181,1.3262322472848789,0.2318342757568118,False
SHORT,5,Micro_TickIntensity:hi,17,0.20238095238095238,114,0.1795275590551181,1.1272974101921471,0.6516500824787607,False
SHORT,5,Micro_TickIntensity:lo,17,0.20238095238095238,149,0.2346456692913386,0.8624960051134547,0.5826764633553001,False
SHORT,5,Micro_VPIN:hi,18,0.21428571428571427,177,0.27874015748031494,0.7687651331719129,0.24095954024122496,False
SHORT,5,Micro_VPIN:lo,10,0.11904761904761904,98,0.15433070866141732,0.771379980563654,0.5152219043721291,False
SHORT,5,Micro_VolAccel:hi,19,0.2261904761904762,131,0.2062992125984252,1.096419483824064,0.6692836516410854,False
SHORT,5,Micro_VolAccel:lo,23,0.27380952380952384,160,0.25196850393700787,1.0866815476190477,0.6896989324333669,False
SHORT,5,Micro_VolOfVol:hi,52,0.6190476190476191,258,0.4062992125984252,1.523624953857512,0.0002581608491258702,True
SHORT,5,Micro_VolOfVol:lo,3,0.03571428571428571,66,0.10393700787401575,0.3436147186147186,0.04781826437748437,False
SHORT,5,Micro_WickImbalance:hi,33,0.39285714285714285,215,0.33858267716535434,1.160299003322259,0.33065016685098925,False
SHORT,5,Micro_WickImbalance:lo,29,0.34523809523809523,167,0.262992125984252,1.3127316794981465,0.11856759108905324,False
SHORT,5,Momentum_Value:hi,0,0.0,24,0.03779527559055118,0.0,0.09860854265662257,False
SHORT,5,Momentum_Value:lo,76,0.9047619047619048,418,0.658267716535433,1.3744588744588746,1.1572659828565684e-06,True
SHORT,5,MultiDay_Position:hi,33,0.39285714285714285,187,0.29448818897637796,1.334033613445378,0.07745007209946315,False
SHORT,5,MultiDay_Position:lo,27,0.32142857142857145,206,0.32440944881889766,0.9908113730929264,1.0,False
