direction,condition,variable,in_book_this_dir,book_group,traded_bars_true,traded_rate,untraded_rate_hourmatched,untraded_rate_raw,lift_hourmatched,lift_raw,fisher_p_raw
LONG,VWAP_Dist_ATR:lo,VWAP_Dist_ATR,True,both,215,0.3577371048252912,0.23530055369968286,0.2487646581606313,1.520341109277098,1.4380543742443295,7.3968079981456646e-09
LONG,VWAP_Side:==-1,VWAP_Side,True,both,326,0.5424292845257903,0.28287738883002395,0.27774909654104285,1.9175420374504608,1.9529470708670182,2.8290700864537388e-40
LONG,VWAP_Side:==0,VWAP_Side,False,not-in-book,0,0.0,0.001708382642120529,0.0017700420384984144,0.0,0.0,0.6240193381430568
LONG,VWAP_Side:==1,VWAP_Side,True,both,275,0.45757071547420963,0.7154142285278478,0.7204808614204588,0.6395885030352014,0.6350907289502312,1.3431516860328644e-39
LONG,VWAP_Sigma:hi,VWAP_Sigma,True,both,249,0.41430948419301167,0.3485085496107475,0.31853381517811047,1.1888072320055214,1.3006766140710917,1.3895434258495978e-06
LONG,VWAP_Sigma:lo,VWAP_Sigma,True,both,47,0.07820299500831947,0.06667374952183312,0.10148241020724243,1.172920310754549,0.7706064021204968,0.07101179718822513
LONG,VWAP_Sigma_ATR:hi,VWAP_Sigma_ATR,False,not-in-book,49,0.08153078202995008,0.10047975892072439,0.08990338520539863,0.8114149845271375,0.9068711021690673,0.5588768743116741
LONG,VWAP_Sigma_ATR:lo,VWAP_Sigma_ATR,True,both,248,0.41264559068219636,0.32991750900401445,0.3599085478280109,1.2507538382183143,1.1465290090286682,0.009236375047257366
LONG,VWAP_Z:hi,VWAP_Z,False,not-in-book,44,0.07321131447587355,0.23063065313233683,0.23187550704329227,0.3174396528889184,0.3157354366979547,4.59219521736035e-24
LONG,VWAP_Z:lo,VWAP_Z,False,SHORT-only,5,0.008319467554076539,0.002705017741123306,0.0028763183125599234,3.07556857302597,2.8924015529672764,0.037636828579862405
LONG,Volume:hi,Volume,True,both,499,0.8302828618968386,0.6182853317827319,0.5431816505642009,1.3428797663739556,1.5285546944275947,6.145731050570215e-48
LONG,Volume:lo,Volume,False,not-in-book,1,0.0016638935108153079,0.008335762959789703,0.012906556530717605,0.19960902425388607,0.12891846921797004,0.007495345975212279
LONG,Volume_Avg_10:hi,Volume_Avg_10,True,both,440,0.7321131447587355,0.5942133446848217,0.5130909359097279,1.232071193465131,1.4268682089670395,8.67986248596992e-27
LONG,Volume_Avg_10:lo,Volume_Avg_10,False,not-in-book,9,0.014975041597337771,0.023674420960249614,0.03967844236300612,0.6325409868516539,0.3774100167626447,0.0010471544215784182
